order_key,date_key,customer_key,employee_key,location_key,order_status,order_amount,item_count,shipping_amount
2054,20240102,166,60,1,Cancelled,5146.92,4,89.06
2055,20240423,426,25,2,Completed,1216.03,1,270.34
2056,20251127,302,46,1,Cancelled,3206.94,1,78.74
2057,20240414,350,97,1,Completed,5264.86,3,442.63
2058,20240115,51,84,3,Cancelled,899.49,2,282.23
2059,20250819,17,12,5,Completed,1737.85,1,326.39
2060,20241101,350,65,5,Cancelled,1688.15,2,322.82
2061,20240917,302,63,6,Completed,9556.87,3,297.45
2062,20250608,999,37,12,Completed,4504.78,1,294.54
2063,20250117,263,37,7,Completed,698.28,4,472.34
2064,20251030,330,72,3,Completed,1003.72,1,284.81
2065,20241207,916,94,2,Cancelled,1128.76,4,261.24
2066,20250605,860,32,11,Completed,854.22,2,55.23
2067,20251004,57,93,4,Completed,1270.05,1,259.67
2068,20241204,86,84,10,Completed,1070.65,3,287.97
2069,20240726,95,6,10,Completed,1684.23,4,178.42
2070,20251213,460,29,11,Completed,1491.94,5,290.14
2071,20240614,573,45,2,Completed,4117.4,3,398.29
2072,20240129,352,67,10,Completed,889.43,5,371.92
2073,20250226,13,23,10,Completed,430.38,3,438.81
2074,20251222,202,42,12,Cancelled,1102.57,5,317.95
2075,20240304,615,10,9,Completed,1001.65,2,43.26
2076,20250912,373,11,2,Completed,5316.9,4,299.94
2077,20250830,124,44,6,Completed,3217.34,2,92.55
2078,20251110,652,63,6,Cancelled,4620.64,1,225.83
2079,20241104,614,46,6,Pending,3533.56,1,448.98
2080,20240705,491,39,5,Completed,337.7,3,41.21
2081,20250109,941,50,10,Completed,827.13,1,382.25
2082,20240414,845,64,4,Pending,493.3,4,175.17
2083,20250908,40,72,6,Pending,5731.22,1,374.93
2084,20250429,905,54,6,Completed,3203.54,5,93.13
2085,20241219,50,10,8,Cancelled,2249.89,2,49.77
2086,20250112,482,5,6,Pending,1037.96,3,392.4
2087,20250604,902,35,12,Completed,1136.09,4,318.15
2088,20250117,982,21,12,Completed,822.13,4,470.83
2089,20250905,23,54,6,Pending,2751.49,5,187.37
2090,20251106,73,71,4,Cancelled,1777.46,5,230.53
2091,20251125,242,26,10,Cancelled,2849.9,2,332.17
2092,20250329,277,47,11,Completed,2286.73,4,79.59
2093,20250626,280,22,11,Pending,3166.67,4,2.04
2094,20240815,417,47,3,Completed,2473.14,4,403.44
2095,20240128,319,38,1,Completed,3950.82,2,239.33
2096,20241019,583,1,8,Cancelled,2956.6,5,475.8
2097,20250929,854,67,4,Completed,1084.19,2,53.9
2098,20240407,546,31,4,Completed,2419.72,4,94.08
2099,20250202,332,75,1,Completed,2095.24,5,26.71
2100,20240520,568,67,12,Completed,1404.7,1,471.13
2101,20241109,621,20,1,Completed,1613.55,3,410.91
2102,20240414,897,89,8,Completed,3660.93,5,487.49
2103,20250621,948,3,12,Cancelled,2521.78,1,469.61
2104,20250815,278,58,1,Completed,3444.36,5,105.61
2105,20250708,919,81,8,Completed,1689.44,5,442.54
2106,20250530,817,55,12,Pending,4104.57,2,375.04
2107,20240620,129,56,5,Completed,3037.54,4,151.15
2108,20250122,559,48,4,Completed,858.36,5,247.58
2109,20240317,153,7,9,Completed,1228.57,2,272.09
2110,20240930,491,68,12,Completed,829.01,1,134.25
2111,20250104,45,96,7,Completed,689.81,2,152.23
2112,20250503,300,80,1,Completed,13956.69,5,395.8
2113,20240311,589,6,9,Completed,6213.54,5,175.05
2114,20250817,305,23,3,Completed,4123.84,5,192.69
2115,20241201,11,84,12,Completed,2343.01,3,470.56
2116,20251006,389,72,4,Completed,1060.36,2,429.29
2117,20250120,542,37,8,Cancelled,674.14,4,78.87
2118,20250203,764,25,9,Completed,1383.23,5,66.9
2119,20250521,137,47,6,Cancelled,919.43,5,133.8
2120,20250822,477,4,10,Completed,2895.99,1,343.34
2121,20240425,199,9,11,Pending,1847.61,4,173.85
2122,20250108,154,8,8,Pending,3245.53,5,225.87
2123,20240122,122,83,10,Completed,1986.07,1,4.18
2124,20241212,760,5,1,Completed,423.05,4,220.23
2125,20250817,920,56,3,Completed,1425.23,4,138.27
2126,20250924,664,29,6,Completed,2230.65,3,174.74
2127,20240726,379,76,2,Pending,2038.38,4,27.34
2128,20241009,950,13,6,Completed,1049.74,5,247.83
2129,20250207,498,92,1,Completed,1105.43,4,308.36
2130,20241016,530,9,5,Pending,960.98,1,203.01
2131,20240510,635,85,1,Completed,430.1,3,42.59
2132,20240810,655,15,6,Cancelled,1598.37,3,196.2
2133,20241022,493,3,5,Pending,3051.29,2,147.92
2134,20250114,480,4,6,Completed,1118.12,4,197.3
2135,20251104,318,79,12,Completed,605.73,3,384.34
2136,20250202,681,35,7,Completed,3624.57,1,478.85
2137,20241009,673,42,2,Completed,4866.85,4,305.4
2138,20250427,437,83,8,Cancelled,1150.12,1,197.76
2139,20250719,713,27,12,Completed,772.55,5,247.29
2140,20241110,138,56,3,Cancelled,1456.98,4,431.06
2141,20241223,417,30,1,Completed,2048.14,5,425.71
2142,20240608,987,7,11,Completed,1141.85,2,424.73
2143,20250924,734,100,3,Completed,465.92,2,465.36
2144,20250925,721,38,10,Completed,3528.16,3,443.02
2145,20240507,864,85,6,Completed,1985.75,5,192.72
2146,20240909,609,43,10,Completed,5648.11,4,291.07
2147,20240717,663,87,9,Pending,1692.33,3,229.91
2148,20251105,482,18,10,Completed,5312.63,2,271.64
2149,20240217,827,55,10,Cancelled,1364.93,4,275.89
2150,20240531,712,38,7,Cancelled,1008.86,2,417.16
2151,20240818,524,100,3,Cancelled,1096.43,1,413.87
2152,20250213,127,34,12,Completed,7040.32,2,216.6
2153,20240701,807,78,3,Completed,1408.0,2,252.61
2154,20250127,327,50,5,Cancelled,5798.02,1,273.57
2155,20250630,360,41,4,Cancelled,1131.03,2,344.19
2156,20250828,125,70,6,Completed,540.4,4,259.13
2157,20240313,218,65,3,Cancelled,2861.65,2,391.04
2158,20240411,127,48,10,Completed,979.34,1,170.96
2159,20240310,98,6,6,Cancelled,2085.85,2,308.26
2160,20251027,22,8,11,Pending,1921.4,5,473.84
2161,20250421,295,60,1,Cancelled,1898.8,5,187.45
2162,20250123,756,6,6,Cancelled,6117.19,1,68.14
2163,20250801,864,61,8,Completed,2001.85,1,372.46
2164,20250304,228,89,11,Completed,1800.21,2,373.0
2165,20240621,424,79,9,Completed,1231.74,1,256.94
2166,20250107,833,70,8,Cancelled,2515.75,5,97.88
2167,20250529,707,28,11,Cancelled,2337.43,1,174.53
2168,20240127,905,66,5,Pending,1186.59,1,413.43
2169,20250319,421,19,12,Completed,3476.37,2,370.37
2170,20241229,169,92,11,Completed,1388.94,3,165.38
2171,20240220,144,10,11,Completed,2602.24,1,110.66
2172,20240711,709,55,7,Completed,566.28,2,98.95
2173,20241123,27,49,2,Pending,3397.77,3,188.8
2174,20240907,461,8,11,Completed,921.09,5,130.48
2175,20240731,354,19,5,Completed,2808.3,5,246.14
2176,20250419,919,72,10,Pending,4558.22,2,74.72
2177,20241022,999,60,1,Cancelled,2271.1,2,240.03
2178,20241229,485,17,2,Completed,4113.71,1,283.72
2179,20250806,581,15,5,Pending,690.4,2,13.02
2180,20240309,379,67,11,Cancelled,1531.24,4,199.37
2181,20240920,777,67,1,Cancelled,974.36,3,416.25
2182,20240223,295,41,2,Completed,964.26,2,145.6
2183,20251108,745,3,6,Cancelled,462.92,1,446.35
2184,20240515,904,3,10,Completed,1744.84,5,34.53
2185,20250822,172,16,2,Completed,3472.27,2,339.58
2186,20240519,227,6,10,Completed,4505.28,5,234.01
2187,20240824,379,56,6,Completed,702.57,4,371.99
2188,20250320,828,40,9,Completed,1114.55,4,261.62
2189,20250830,641,22,9,Completed,904.53,3,93.49
2190,20240509,195,60,12,Completed,856.38,1,419.85
2191,20240604,369,71,1,Pending,1290.39,2,446.58
2192,20251006,644,18,8,Cancelled,1661.98,4,365.04
2193,20240823,965,63,6,Completed,1297.12,3,192.95
2194,20240602,452,11,5,Completed,536.97,1,99.25
2195,20250627,75,60,9,Completed,3551.91,5,45.27
2196,20240307,105,38,8,Completed,1886.37,1,381.4
2197,20250925,29,11,6,Completed,2241.42,3,122.09
2198,20251002,126,81,9,Pending,2347.19,1,308.9
2199,20250918,413,19,7,Pending,2678.91,1,409.62
2200,20240803,282,79,5,Cancelled,1849.73,3,242.49
2201,20240324,302,37,5,Pending,839.99,2,318.37
2202,20241106,767,69,4,Cancelled,5498.5,3,140.15
2203,20240901,478,71,4,Completed,2726.49,5,208.04
2204,20251202,729,43,6,Completed,797.78,4,215.01
2205,20250406,542,67,3,Completed,806.95,2,283.31
2206,20251121,206,45,11,Completed,8038.05,3,284.23
2207,20250702,949,61,7,Completed,1436.62,2,218.66
2208,20250606,477,23,8,Completed,951.43,2,15.88
2209,20240322,837,43,7,Completed,1070.3,3,259.02
2210,20240220,97,14,11,Cancelled,2346.79,1,218.97
2211,20240203,850,42,10,Completed,1118.27,2,332.49
2212,20250309,716,2,6,Cancelled,1820.17,3,90.26
2213,20240527,250,41,5,Completed,10378.16,4,497.41
2214,20251224,794,87,12,Completed,465.48,4,466.04
2215,20240406,743,37,8,Completed,1182.31,5,373.57
2216,20251123,894,50,10,Pending,1718.24,2,170.67
2217,20250503,210,86,2,Completed,398.94,1,280.89
2218,20240318,886,1,5,Completed,2474.14,4,260.52
2219,20240212,763,68,4,Cancelled,3348.37,3,374.0
2220,20241016,338,53,6,Cancelled,538.76,5,218.05
2221,20240904,351,35,7,Completed,1532.84,1,245.23
2222,20240818,255,26,12,Completed,1894.08,2,376.12
2223,20250121,477,60,2,Pending,2590.93,3,211.87
2224,20240404,897,43,12,Cancelled,13837.82,5,380.78
2225,20240404,838,40,10,Completed,904.12,1,341.31
2226,20250522,147,68,5,Completed,2514.71,5,297.55
2227,20251224,132,40,4,Completed,1477.36,1,187.67
2228,20240719,60,81,11,Completed,1288.8,5,375.36
2229,20251112,615,29,2,Cancelled,1657.34,4,332.22
2230,20240909,315,71,11,Completed,2272.44,1,403.29
2231,20240902,761,57,12,Completed,1648.63,5,194.96
2232,20240307,761,90,4,Completed,2039.18,1,133.08
2233,20241105,198,41,7,Pending,1534.09,2,14.12
2234,20241230,695,24,7,Cancelled,773.1,4,271.25
2235,20250430,765,40,10,Completed,3166.64,2,379.68
2236,20240425,988,67,10,Completed,3719.7,2,323.44
2237,20240517,723,43,12,Completed,3586.78,2,343.81
2238,20241111,360,89,1,Completed,2805.92,1,156.64
2239,20240220,1000,16,10,Completed,879.45,3,483.45
2240,20240414,276,31,10,Pending,762.96,3,10.3
2241,20250404,806,99,9,Pending,3404.15,5,46.48
2242,20251128,379,80,3,Pending,624.32,3,380.14
2243,20250222,936,8,9,Completed,945.47,3,133.44
2244,20240415,783,95,6,Completed,9107.95,1,84.97
2245,20251225,600,43,4,Cancelled,2456.01,2,176.71
2246,20250116,215,65,5,Pending,1858.55,1,5.92
2247,20250608,189,2,5,Completed,371.84,5,290.09
2248,20240523,948,17,9,Completed,956.31,4,222.05
2249,20250226,802,70,3,Completed,3193.36,2,104.31
2250,20240225,513,27,3,Cancelled,499.38,3,392.66
2251,20250402,878,12,5,Completed,2257.79,3,365.3
2252,20240527,784,68,6,Pending,541.47,2,339.83
2253,20251026,388,22,12,Completed,993.17,1,466.34
2254,20240210,828,87,4,Cancelled,464.63,5,149.0
2255,20250422,797,18,11,Completed,1765.32,2,149.09
2256,20240411,479,3,1,Pending,419.68,4,379.3
2257,20250517,20,40,7,Pending,1529.92,4,102.0
2258,20241226,742,33,11,Pending,2727.15,3,476.67
2259,20251208,340,64,4,Cancelled,1919.63,4,121.94
2260,20250421,365,24,3,Completed,2372.87,2,82.37
2261,20240928,714,99,8,Completed,1959.94,2,213.08
2262,20240304,811,43,3,Completed,1521.23,4,14.35
2263,20250311,88,71,1,Completed,1548.81,4,330.3
2264,20241118,824,77,1,Completed,2068.19,4,381.17
2265,20240208,293,89,6,Cancelled,683.04,4,180.05
2266,20250228,567,51,7,Completed,1191.8,5,162.68
2267,20240602,869,23,1,Pending,8326.72,2,340.57
2268,20240620,219,52,4,Completed,2410.97,1,252.48
2269,20240107,221,43,10,Completed,4444.05,2,235.46
2270,20240928,971,61,7,Cancelled,2148.0,4,222.44
2271,20240608,374,24,8,Completed,910.93,3,432.55
2272,20240222,947,52,9,Cancelled,1282.16,2,9.22
2273,20241113,358,96,11,Pending,405.92,4,275.7
2274,20240609,620,69,1,Completed,4912.49,5,244.56
2275,20240408,511,96,6,Completed,3348.78,1,137.81
2276,20241207,984,11,3,Completed,837.87,1,135.73
2277,20240216,551,66,9,Completed,3015.16,4,227.66
2278,20251225,503,3,5,Completed,2806.41,3,8.99
2279,20241210,467,21,2,Completed,1740.26,4,224.79
2280,20251229,376,83,11,Cancelled,2394.48,4,443.98
2281,20251006,441,11,7,Cancelled,2581.25,1,382.52
2282,20251217,461,48,2,Completed,2225.3,4,136.97
2283,20250131,764,7,3,Completed,1846.26,1,27.63
2284,20241105,46,30,9,Cancelled,1752.17,4,197.57
2285,20250610,501,13,6,Completed,1039.16,5,155.2
2286,20240228,550,46,12,Completed,3383.57,3,44.51
2287,20250906,754,65,1,Completed,7983.62,2,140.48
2288,20240824,667,66,1,Completed,667.84,5,487.47
2289,20240106,432,94,9,Completed,1681.61,3,487.98
2290,20240622,110,13,4,Cancelled,969.88,3,109.22
2291,20240626,373,41,11,Cancelled,2541.07,2,125.05
2292,20240111,256,53,10,Pending,2301.25,3,432.51
2293,20250503,205,9,1,Completed,1822.12,1,387.6
2294,20240310,722,12,12,Completed,1019.29,5,383.52
2295,20250910,479,32,12,Pending,1120.6,4,275.09
2296,20241127,794,86,3,Cancelled,890.24,3,238.24
2297,20250609,139,59,8,Completed,412.71,4,46.38
2298,20240905,986,57,8,Cancelled,4373.49,4,459.77
2299,20240406,474,56,1,Completed,2793.15,3,438.5
2300,20240511,254,82,9,Completed,4592.72,2,181.15
2301,20250417,363,55,12,Pending,1237.62,1,94.69
2302,20250607,842,73,5,Completed,2421.23,2,231.26
2303,20240714,710,31,12,Completed,830.38,3,490.35
2304,20240918,173,82,9,Pending,1037.23,3,227.82
2305,20251121,991,4,9,Completed,8429.59,5,430.46
2306,20250914,131,35,7,Completed,1213.75,2,287.26
2307,20241028,276,26,9,Pending,3490.75,3,250.53
2308,20240625,730,14,12,Completed,2000.06,1,357.86
2309,20240808,530,54,8,Completed,535.97,1,476.02
2310,20250128,446,90,7,Cancelled,1469.03,3,379.73
2311,20250218,927,17,3,Completed,2213.29,2,473.71
2312,20240514,794,89,7,Completed,2886.46,4,198.02
2313,20240218,963,86,11,Completed,391.65,5,42.0
2314,20241228,283,89,9,Completed,755.75,1,62.98
2315,20250805,851,1,9,Completed,2097.25,1,99.99
2316,20240421,214,99,2,Completed,770.72,3,380.58
2317,20241025,806,43,11,Completed,4337.88,1,145.3
2318,20240428,549,60,7,Completed,1556.52,2,109.08
2319,20240626,598,31,6,Cancelled,2414.47,4,445.77
2320,20250323,116,52,1,Completed,4613.14,1,443.84
2321,20240728,880,56,11,Completed,619.13,4,22.17
2322,20240711,279,80,8,Cancelled,2368.32,1,322.97
2323,20251228,599,35,4,Completed,1822.18,4,191.42
2324,20240506,167,12,7,Completed,1867.06,4,139.57
2325,20240518,926,59,11,Pending,1367.87,1,206.79
2326,20251110,321,79,11,Completed,1858.29,3,295.47
2327,20250206,763,2,4,Cancelled,157.49,3,435.01
2328,20240201,766,82,10,Cancelled,4426.37,5,279.73
2329,20241106,551,81,1,Completed,561.74,1,419.65
2330,20250217,121,58,6,Cancelled,6765.7,4,77.96
2331,20240704,280,95,7,Completed,765.46,3,144.87
2332,20250204,612,39,8,Pending,739.35,5,417.7
2333,20250419,536,14,1,Completed,2262.18,4,178.03
2334,20240702,585,66,4,Completed,2032.73,2,96.74
2335,20250816,250,61,4,Cancelled,2346.33,1,425.89
2336,20241126,539,92,5,Completed,2185.23,3,10.58
2337,20251205,86,23,9,Completed,1462.01,5,340.32
2338,20240305,485,16,1,Completed,1219.15,3,185.8
2339,20240825,92,68,9,Cancelled,2606.65,3,136.48
2340,20250611,664,32,2,Completed,940.75,3,483.25
2341,20251016,567,19,7,Completed,1799.79,2,285.63
2342,20240611,852,68,10,Completed,421.7,5,444.6
2343,20251217,463,19,11,Completed,2004.62,1,244.1
2344,20240521,163,84,12,Completed,1770.05,3,404.49
2345,20241031,236,32,6,Completed,1583.25,5,127.2
2346,20240818,815,66,6,Cancelled,6405.75,2,196.43
2347,20241106,959,58,11,Completed,5409.38,3,180.26
2348,20251021,62,60,2,Cancelled,3400.06,4,175.89
2349,20250619,677,31,11,Pending,3340.84,1,259.51
2350,20250805,483,9,2,Pending,1780.31,2,8.44
2351,20240704,258,64,2,Completed,2092.09,4,304.86
2352,20251123,512,44,1,Pending,2312.64,1,57.81
2353,20241114,936,98,3,Completed,2649.2,2,126.84
2354,20250421,198,90,11,Completed,1732.15,3,286.79
2355,20250525,838,8,3,Completed,2524.16,5,473.34
2356,20250429,90,37,6,Completed,1722.74,1,400.69
2357,20250315,721,42,10,Completed,2292.25,3,140.07
2358,20241216,75,39,11,Cancelled,3408.74,4,495.61
2359,20250418,61,73,6,Completed,967.87,2,27.08
2360,20251023,38,36,5,Completed,1818.68,3,10.85
2361,20241011,805,16,6,Completed,1738.4,3,97.21
2362,20250108,574,37,8,Pending,724.45,5,181.02
2363,20240511,691,79,4,Cancelled,4978.47,4,436.93
2364,20240916,156,41,9,Completed,845.19,3,420.61
2365,20250718,922,29,10,Cancelled,5146.58,1,271.11
2366,20250413,809,78,1,Pending,558.97,2,211.23
2367,20240603,489,7,10,Pending,494.11,5,38.11
2368,20250203,899,46,9,Pending,1250.27,3,128.48
2369,20250816,144,11,1,Cancelled,2248.99,2,258.35
2370,20240331,293,61,10,Completed,2239.01,4,86.79
2371,20240215,49,90,6,Cancelled,4602.62,5,319.89
2372,20241014,165,45,1,Pending,883.61,1,405.16
2373,20250424,842,99,1,Pending,3431.77,5,64.67
2374,20240817,410,88,1,Pending,434.1,2,283.89
2375,20250823,646,73,5,Completed,754.81,3,216.8
2376,20250911,882,18,7,Completed,1325.32,2,242.57
2377,20250124,765,4,3,Pending,678.4,1,37.1
2378,20241003,400,13,12,Completed,2534.34,2,335.57
2379,20240131,349,35,1,Cancelled,971.85,5,330.22
2380,20250823,109,41,12,Completed,3649.9,5,157.62
2381,20251016,830,22,2,Cancelled,3277.61,2,215.64
2382,20241119,985,98,2,Completed,953.24,4,428.54
2383,20250112,501,75,6,Completed,1234.29,4,213.61
2384,20250704,500,70,10,Pending,1523.14,3,487.39
2385,20250523,849,66,8,Cancelled,4834.33,5,464.39
2386,20240408,343,62,10,Completed,769.73,1,478.15
2387,20250506,407,89,6,Pending,244.94,5,3.19
2388,20251106,894,40,11,Completed,1165.84,3,437.44
2389,20250702,380,15,10,Pending,783.94,1,286.46
2390,20241217,928,30,1,Completed,480.45,4,29.83
2391,20250117,162,23,7,Completed,1588.46,5,293.91
2392,20240708,497,96,12,Pending,639.9,2,389.68
2393,20250428,490,57,9,Pending,2143.65,3,227.63
2394,20240625,307,43,10,Completed,625.0,5,389.24
2395,20240906,964,3,9,Completed,17371.95,3,423.33
2396,20240712,483,72,8,Cancelled,3817.58,2,225.9
2397,20240902,880,65,5,Completed,910.15,4,276.64
2398,20240925,220,82,1,Cancelled,882.73,1,371.3
2399,20240301,349,14,4,Completed,1405.23,2,0.26
2400,20250608,479,66,3,Completed,2947.97,5,407.41
2401,20241118,564,37,9,Cancelled,1143.36,1,50.65
2402,20251125,230,24,5,Pending,645.93,3,342.14
2403,20240512,314,23,5,Pending,512.43,4,145.04
2404,20250504,623,29,11,Completed,1611.62,3,476.44
2405,20240510,279,74,3,Completed,916.28,2,490.92
2406,20250203,760,3,10,Completed,2051.91,5,78.22
2407,20241224,478,95,5,Completed,298.55,5,293.16
2408,20241123,970,97,12,Completed,2387.53,5,10.9
2409,20250423,238,97,12,Completed,1265.55,1,476.69
2410,20250828,843,84,6,Completed,402.03,5,484.3
2411,20240819,491,33,10,Completed,2185.85,3,225.5
2412,20250913,87,41,12,Cancelled,2437.8,4,165.98
2413,20240515,706,13,8,Completed,858.02,2,314.36
2414,20240802,212,90,11,Completed,2743.84,3,387.53
2415,20240815,139,78,9,Completed,548.52,4,465.84
2416,20251127,532,16,1,Completed,260.87,3,209.64
2417,20240327,786,100,8,Completed,1428.11,3,202.11
2418,20241015,258,5,3,Completed,804.71,2,253.99
2419,20241106,624,77,8,Completed,603.81,5,100.74
2420,20250807,15,14,10,Cancelled,2582.5,1,5.93
2421,20241221,185,75,3,Cancelled,1942.68,2,434.54
2422,20251207,755,89,8,Completed,6076.43,5,221.59
2423,20250625,13,96,7,Pending,2283.8,3,345.13
2424,20250529,358,17,3,Completed,2545.82,1,388.1
2425,20250704,508,17,10,Completed,813.54,1,196.72
2426,20240428,67,7,10,Completed,295.26,5,193.36
2427,20241124,979,83,1,Completed,7961.2,5,489.39
2428,20250304,509,19,4,Cancelled,2426.46,2,408.64
2429,20240601,339,40,1,Completed,5902.16,2,376.38
2430,20240327,978,42,8,Completed,635.66,2,70.31
2431,20240409,559,36,11,Completed,3659.94,5,119.37
2432,20250730,679,50,12,Pending,2061.3,1,477.63
2433,20250425,91,35,5,Pending,3827.06,1,222.27
2434,20240724,159,24,3,Cancelled,2602.77,2,21.29
2435,20250622,46,39,4,Pending,1362.18,5,417.52
2436,20250523,515,81,1,Completed,2048.15,1,18.44
2437,20250819,837,12,5,Pending,1233.4,2,183.62
2438,20251027,902,96,8,Pending,3196.17,1,183.86
2439,20251006,575,41,1,Completed,865.49,2,157.72
2440,20240512,55,30,9,Completed,932.63,4,381.07
2441,20250716,627,45,11,Completed,1438.55,1,74.71
2442,20241014,638,94,4,Completed,2675.98,3,76.24
2443,20241021,598,81,10,Completed,1707.21,1,226.98
2444,20250418,722,82,6,Completed,1259.21,1,480.32
2445,20250316,558,23,12,Pending,3808.66,3,27.74
2446,20241102,705,89,7,Completed,2619.75,2,404.22
2447,20251231,487,71,8,Completed,1132.88,4,481.57
2448,20240507,151,6,10,Completed,710.58,1,4.26
2449,20240311,80,43,4,Pending,1421.52,1,111.15
2450,20240122,908,84,9,Cancelled,993.43,5,28.13
2451,20250818,441,54,11,Cancelled,882.06,3,273.59
2452,20241024,323,59,4,Completed,2979.96,5,476.68
2453,20241115,294,38,10,Pending,4031.23,1,418.33
2454,20250419,52,4,4,Completed,1560.11,2,305.56
2455,20241114,946,89,8,Completed,1628.52,4,471.36
2456,20250223,84,76,4,Cancelled,905.17,2,230.94
2457,20240212,220,28,8,Completed,698.8,2,491.89
2458,20240424,458,25,2,Cancelled,3092.09,1,101.84
2459,20251112,359,52,10,Pending,592.05,2,399.23
2460,20241125,40,80,2,Completed,996.71,4,35.23
2461,20240502,330,9,5,Completed,971.48,2,1.94
2462,20240927,780,63,10,Completed,2296.73,1,248.94
2463,20240901,251,85,2,Completed,1396.99,4,394.73
2464,20240719,866,50,10,Cancelled,1037.24,4,23.6
2465,20240802,361,6,5,Completed,4853.24,3,396.52
2466,20250617,14,3,4,Completed,6028.01,2,466.67
2467,20240319,109,17,10,Pending,2234.29,4,20.3
2468,20240814,811,89,11,Pending,1835.27,4,40.13
2469,20241208,406,46,11,Cancelled,1093.67,3,409.76
2470,20250129,982,15,7,Completed,1612.07,2,78.77
2471,20251005,789,91,3,Pending,623.95,3,79.71
2472,20251105,31,83,9,Cancelled,3608.29,1,263.73
2473,20240805,313,15,9,Completed,1472.44,1,303.65
2474,20250129,725,69,11,Pending,943.83,2,144.59
2475,20240117,64,34,9,Completed,1254.85,3,266.72
2476,20250327,1000,7,4,Cancelled,2878.56,4,86.35
2477,20240421,167,7,6,Completed,1332.49,2,13.49
2478,20240223,798,55,8,Cancelled,871.41,4,36.06
2479,20250506,841,85,10,Completed,307.51,2,203.17
2480,20240510,506,97,4,Pending,1537.1,3,91.16
2481,20241214,804,71,4,Completed,2209.36,1,318.43
2482,20240314,885,93,11,Completed,1105.09,2,272.99
2483,20250629,735,24,12,Pending,866.76,1,301.76
2484,20250713,708,15,4,Pending,664.97,4,55.48
2485,20250224,389,12,1,Cancelled,1210.87,4,456.38
2486,20250903,293,18,8,Cancelled,670.9,1,432.41
2487,20241115,868,76,1,Completed,667.41,2,183.08
2488,20240516,225,16,3,Completed,1115.17,4,219.06
2489,20240420,415,44,7,Cancelled,7383.31,4,222.84
2490,20240609,513,76,5,Completed,10594.64,4,214.69
2491,20240526,391,93,1,Cancelled,4196.95,4,205.57
2492,20240824,373,17,5,Pending,2739.26,1,249.48
2493,20240605,600,19,9,Cancelled,347.16,4,311.11
2494,20250308,330,7,10,Pending,13918.53,5,226.4
2495,20240418,989,12,10,Completed,2238.67,3,124.52
2496,20250330,178,40,4,Completed,678.89,5,301.68
2497,20240901,389,32,8,Pending,14031.51,5,158.74
2498,20250517,846,97,4,Completed,1512.05,5,47.14
2499,20250109,476,45,8,Completed,3188.82,5,202.14
2500,20251023,706,31,1,Pending,1272.06,1,295.98
2501,20241117,647,47,5,Pending,2576.26,2,129.45
2502,20240803,332,73,4,Completed,2832.82,5,491.92
2503,20250306,745,34,9,Pending,3255.38,1,446.11
2504,20250426,238,15,4,Cancelled,4567.58,1,125.14
2505,20241117,750,43,4,Completed,1852.35,2,452.76
2506,20250213,129,63,7,Completed,1935.01,2,111.5
2507,20241210,695,32,8,Cancelled,1574.5,4,414.03
2508,20240811,113,59,5,Pending,709.63,3,104.75
2509,20240817,869,33,11,Completed,793.34,4,173.32
2510,20251025,626,91,12,Completed,1278.53,2,396.61
2511,20250508,41,89,8,Completed,4490.79,3,263.18
2512,20240310,109,72,7,Pending,2384.16,2,81.01
2513,20251204,188,84,7,Cancelled,1518.47,5,455.59
2514,20250604,961,13,1,Cancelled,1324.84,5,246.07
2515,20240206,590,66,5,Completed,643.17,5,285.57
2516,20250616,280,41,10,Completed,797.07,1,420.68
2517,20250307,277,78,9,Cancelled,1851.7,1,195.98
2518,20251031,26,1,1,Pending,1646.86,3,146.91
2519,20241223,204,19,2,Completed,3049.17,4,478.5
2520,20250114,856,25,11,Completed,1375.84,5,37.11
2521,20240818,599,56,9,Completed,2575.89,4,278.39
2522,20240823,368,98,5,Completed,480.57,2,198.16
2523,20250327,22,90,12,Completed,765.42,2,135.71
2524,20250828,343,46,1,Cancelled,2020.04,5,39.43
2525,20251013,383,1,10,Completed,1657.51,4,432.08
2526,20250717,119,87,12,Completed,2951.75,5,362.51
2527,20250321,608,58,6,Pending,4190.2,2,246.57
2528,20241231,661,3,6,Completed,4346.18,2,413.88
2529,20240905,999,65,3,Completed,5818.45,4,231.02
2530,20250715,359,89,11,Pending,7021.19,3,484.23
2531,20240820,276,88,9,Completed,1230.31,5,74.83
2532,20240714,823,89,6,Completed,10297.74,1,479.24
2533,20250926,351,98,3,Completed,16505.79,4,463.53
2534,20250306,631,66,6,Completed,577.13,5,465.3
2535,20240915,738,62,6,Completed,1021.48,3,49.32
2536,20250924,880,12,5,Completed,2182.33,1,169.32
2537,20251204,319,64,11,Completed,1969.71,1,385.92
2538,20240820,623,88,5,Cancelled,424.44,3,256.06
2539,20250116,132,82,2,Completed,765.31,4,402.76
2540,20241219,780,90,10,Cancelled,1945.77,4,259.56
2541,20250527,46,18,9,Completed,1374.52,1,89.68
2542,20251126,697,21,1,Pending,2688.57,4,114.33
2543,20250204,210,86,9,Completed,7821.25,5,447.72
2544,20250806,463,95,6,Completed,604.47,4,188.78
2545,20250311,77,53,9,Completed,10418.65,2,229.83
2546,20251010,689,89,4,Pending,7368.28,1,403.45
2547,20241022,483,69,3,Cancelled,411.3,3,426.63
2548,20241008,664,21,7,Pending,629.53,4,166.92
