target_key,date_key,location_key,department_key,target_type,target_amount
673,20241001,5,1,Revenue,1909532.94
674,20241001,5,2,Revenue,2121070.98
675,20241001,5,3,Revenue,2431859.09
676,20241001,5,4,Revenue,740209.5
677,20241001,5,5,Revenue,743275.67
678,20241001,5,6,Revenue,1557444.06
679,20241001,6,1,Revenue,1663733.65
680,20241001,6,2,Revenue,826876.87
681,20241001,6,3,Revenue,1061138.38
682,20241001,6,4,Revenue,2033238.67
683,20241001,6,5,Revenue,588426.66
684,20241001,6,6,Revenue,1159664.19
685,20241001,7,1,Revenue,1164156.93
686,20241001,7,2,Revenue,611912.79
687,20241001,7,3,Revenue,1139804.36
688,20241001,7,4,Revenue,1254109.25
689,20241001,7,5,Revenue,1888081.94
690,20241001,7,6,Revenue,625854.57
691,20241001,8,1,Revenue,1380396.09
692,20241001,8,2,Revenue,1072511.63
693,20241001,8,3,Revenue,1310470.53
694,20241001,8,4,Revenue,1056371.59
695,20241001,8,5,Revenue,727678.68
696,20241001,8,6,Revenue,1767736.95
697,20241001,9,1,Revenue,1935197.51
698,20241001,9,2,Revenue,595429.08
699,20241001,9,3,Revenue,1486703.65
700,20241001,9,4,Revenue,1076026.6
701,20241001,9,5,Revenue,735036.82
702,20241001,9,6,Revenue,989787.8
703,20241001,10,1,Revenue,2133669.98
704,20241001,10,2,Revenue,1830310.44
705,20241001,10,3,Revenue,1510317.04
706,20241001,10,4,Revenue,987229.35
707,20241001,10,5,Revenue,1444833.25
708,20241001,10,6,Revenue,2449936.56
709,20241001,11,1,Revenue,880070.21
710,20241001,11,2,Revenue,1669544.04
711,20241001,11,3,Revenue,1680098.91
712,20241001,11,4,Revenue,1343544.41
713,20241001,11,5,Revenue,1404050.68
714,20241001,11,6,Revenue,1967638.95
715,20241001,12,1,Revenue,1236163.16
716,20241001,12,2,Revenue,882700.32
717,20241001,12,3,Revenue,1113542.71
718,20241001,12,4,Revenue,886261.32
719,20241001,12,5,Revenue,1659207.63
720,20241001,12,6,Revenue,807156.05
721,20241101,1,1,Revenue,624629.93
722,20241101,1,2,Revenue,1408537.76
723,20241101,1,3,Revenue,2261827.02
724,20241101,1,4,Revenue,860307.16
725,20241101,1,5,Revenue,1533070.11
726,20241101,1,6,Revenue,723740.58
727,20241101,2,1,Revenue,1700911.88
728,20241101,2,2,Revenue,1242680.27
729,20241101,2,3,Revenue,906917.15
730,20241101,2,4,Revenue,1302148.92
731,20241101,2,5,Revenue,1598901.05
732,20241101,2,6,Revenue,2203883.6
733,20241101,3,1,Revenue,1198137.28
734,20241101,3,2,Revenue,1127356.83
735,20241101,3,3,Revenue,1836435.8
736,20241101,3,4,Revenue,980530.72
737,20241101,3,5,Revenue,1101964.49
738,20241101,3,6,Revenue,797758.88
739,20241101,4,1,Revenue,2475629.09
740,20241101,4,2,Revenue,859383.81
741,20241101,4,3,Revenue,1287368.25
742,20241101,4,4,Revenue,1360679.85
743,20241101,4,5,Revenue,1926977.8
744,20241101,4,6,Revenue,2478111.49
745,20241101,5,1,Revenue,1360141.89
746,20241101,5,2,Revenue,732039.68
747,20241101,5,3,Revenue,1213366.13
748,20241101,5,4,Revenue,2115315.25
749,20241101,5,5,Revenue,1211221.06
750,20241101,5,6,Revenue,1127871.76
751,20241101,6,1,Revenue,2294503.34
752,20241101,6,2,Revenue,1423090.3
753,20241101,6,3,Revenue,1774933.3
754,20241101,6,4,Revenue,1024520.94
755,20241101,6,5,Revenue,1270181.94
756,20241101,6,6,Revenue,2463493.83
757,20241101,7,1,Revenue,1761101.96
758,20241101,7,2,Revenue,1659951.17
759,20241101,7,3,Revenue,877333.94
760,20241101,7,4,Revenue,1825301.3
761,20241101,7,5,Revenue,1545944.13
762,20241101,7,6,Revenue,1780771.39
763,20241101,8,1,Revenue,2182399.15
764,20241101,8,2,Revenue,1821882.07
765,20241101,8,3,Revenue,1675779.44
766,20241101,8,4,Revenue,1621740.7
767,20241101,8,5,Revenue,2147832.41
768,20241101,8,6,Revenue,2057744.89
769,20241101,9,1,Revenue,2270576.83
770,20241101,9,2,Revenue,1350501.61
771,20241101,9,3,Revenue,1216596.74
772,20241101,9,4,Revenue,1275128.39
773,20241101,9,5,Revenue,1012462.18
774,20241101,9,6,Revenue,1895378.12
775,20241101,10,1,Revenue,2278085.48
776,20241101,10,2,Revenue,2041616.44
777,20241101,10,3,Revenue,1739305.11
778,20241101,10,4,Revenue,1162137.86
779,20241101,10,5,Revenue,1526324.14
780,20241101,10,6,Revenue,1855585.45
781,20241101,11,1,Revenue,2024383.52
782,20241101,11,2,Revenue,1338174.43
783,20241101,11,3,Revenue,2401075.38
784,20241101,11,4,Revenue,2420877.91
785,20241101,11,5,Revenue,1255607.35
786,20241101,11,6,Revenue,1160296.84
787,20241101,12,1,Revenue,1412700.6
788,20241101,12,2,Revenue,981523.5
789,20241101,12,3,Revenue,1191925.81
790,20241101,12,4,Revenue,1731106.8
791,20241101,12,5,Revenue,1015464.97
792,20241101,12,6,Revenue,1957125.6
793,20241201,1,1,Revenue,1466290.74
794,20241201,1,2,Revenue,1912553.11
795,20241201,1,3,Revenue,1325532.27
796,20241201,1,4,Revenue,1480282.4
797,20241201,1,5,Revenue,728169.07
798,20241201,1,6,Revenue,1928366.8
799,20241201,2,1,Revenue,1780076.7
800,20241201,2,2,Revenue,617842.28
801,20241201,2,3,Revenue,2412113.34
802,20241201,2,4,Revenue,2060510.27
803,20241201,2,5,Revenue,1697869.47
804,20241201,2,6,Revenue,1935889.24
805,20241201,3,1,Revenue,1305437.86
806,20241201,3,2,Revenue,1774283.41
807,20241201,3,3,Revenue,982443.89
808,20241201,3,4,Revenue,886741.61
809,20241201,3,5,Revenue,2122023.66
810,20241201,3,6,Revenue,706540.91
811,20241201,4,1,Revenue,1109514.96
812,20241201,4,2,Revenue,1744086.28
813,20241201,4,3,Revenue,698562.42
814,20241201,4,4,Revenue,1834382.72
815,20241201,4,5,Revenue,1963493.61
816,20241201,4,6,Revenue,944535.85
817,20241201,5,1,Revenue,1717548.26
818,20241201,5,2,Revenue,1046080.63
819,20241201,5,3,Revenue,2192198.93
820,20241201,5,4,Revenue,745865.89
821,20241201,5,5,Revenue,1029040.47
822,20241201,5,6,Revenue,2170704.06
823,20241201,6,1,Revenue,1994001.83
824,20241201,6,2,Revenue,2201641.06
825,20241201,6,3,Revenue,1535452.84
826,20241201,6,4,Revenue,1249399.7
827,20241201,6,5,Revenue,670573.39
828,20241201,6,6,Revenue,2498605.24
829,20241201,7,1,Revenue,2487076.72
830,20241201,7,2,Revenue,1909265.85
831,20241201,7,3,Revenue,1286142.57
832,20241201,7,4,Revenue,1062584.81
833,20241201,7,5,Revenue,2464890.11
834,20241201,7,6,Revenue,1878396.43
835,20241201,8,1,Revenue,1208047.26
836,20241201,8,2,Revenue,2010657.04
837,20241201,8,3,Revenue,1495678.3
838,20241201,8,4,Revenue,728966.82
839,20241201,8,5,Revenue,2487477.58
840,20241201,8,6,Revenue,868535.02
841,20241201,9,1,Revenue,1943074.72
842,20241201,9,2,Revenue,2350649.47
843,20241201,9,3,Revenue,557931.54
844,20241201,9,4,Revenue,2124351.88
845,20241201,9,5,Revenue,1280308.47
846,20241201,9,6,Revenue,1712773.22
847,20241201,10,1,Revenue,2421227.38
848,20241201,10,2,Revenue,1845066.43
849,20241201,10,3,Revenue,694236.68
850,20241201,10,4,Revenue,1605667.95
851,20241201,10,5,Revenue,1376819.03
852,20241201,10,6,Revenue,961004.62
853,20241201,11,1,Revenue,1595997.62
854,20241201,11,2,Revenue,982160.47
855,20241201,11,3,Revenue,1126076.6
856,20241201,11,4,Revenue,2413325.24
857,20241201,11,5,Revenue,1472695.91
858,20241201,11,6,Revenue,1175512.53
859,20241201,12,1,Revenue,1383987.48
860,20241201,12,2,Revenue,1257633.24
861,20241201,12,3,Revenue,970886.79
862,20241201,12,4,Revenue,1078800.97
863,20241201,12,5,Revenue,993605.82
864,20241201,12,6,Revenue,737476.47
865,20250101,1,1,Revenue,1397606.76
866,20250101,1,2,Revenue,1165779.74
867,20250101,1,3,Revenue,1878153.66
868,20250101,1,4,Revenue,1388111.32
869,20250101,1,5,Revenue,1398840.22
870,20250101,1,6,Revenue,603556.48
871,20250101,2,1,Revenue,1563204.01
872,20250101,2,2,Revenue,870108.0
873,20250101,2,3,Revenue,1647607.7
874,20250101,2,4,Revenue,783026.38
875,20250101,2,5,Revenue,557171.28
876,20250101,2,6,Revenue,2266997.94
877,20250101,3,1,Revenue,2037250.97
878,20250101,3,2,Revenue,1995415.32
879,20250101,3,3,Revenue,2301376.69
880,20250101,3,4,Revenue,1312433.22
881,20250101,3,5,Revenue,1935731.65
882,20250101,3,6,Revenue,751561.09
883,20250101,4,1,Revenue,832649.1
884,20250101,4,2,Revenue,1620913.96
885,20250101,4,3,Revenue,1399154.98
886,20250101,4,4,Revenue,844904.52
887,20250101,4,5,Revenue,1948915.46
888,20250101,4,6,Revenue,1807242.72
889,20250101,5,1,Revenue,1938167.14
890,20250101,5,2,Revenue,1494327.77
891,20250101,5,3,Revenue,2067496.07
892,20250101,5,4,Revenue,598115.94
893,20250101,5,5,Revenue,1933909.83
894,20250101,5,6,Revenue,2386944.81
895,20250101,6,1,Revenue,625200.55
896,20250101,6,2,Revenue,2237650.96
897,20250101,6,3,Revenue,2438537.01
898,20250101,6,4,Revenue,683901.06
899,20250101,6,5,Revenue,1711994.71
900,20250101,6,6,Revenue,563666.98
901,20250101,7,1,Revenue,618580.15
902,20250101,7,2,Revenue,701890.63
903,20250101,7,3,Revenue,1720053.1
904,20250101,7,4,Revenue,2201158.1
905,20250101,7,5,Revenue,2044572.39
906,20250101,7,6,Revenue,1359990.29
907,20250101,8,1,Revenue,697813.29
908,20250101,8,2,Revenue,587998.25
909,20250101,8,3,Revenue,1128785.7
910,20250101,8,4,Revenue,2222654.98
911,20250101,8,5,Revenue,2169323.16
912,20250101,8,6,Revenue,2399205.61
913,20250101,9,1,Revenue,2496779.98
914,20250101,9,2,Revenue,927444.93
915,20250101,9,3,Revenue,563858.2
916,20250101,9,4,Revenue,1229304.89
917,20250101,9,5,Revenue,1069936.75
918,20250101,9,6,Revenue,1358285.15
919,20250101,10,1,Revenue,1021728.44
920,20250101,10,2,Revenue,2364093.07
921,20250101,10,3,Revenue,622569.72
922,20250101,10,4,Revenue,1734348.56
923,20250101,10,5,Revenue,2237122.82
924,20250101,10,6,Revenue,794510.63
925,20250101,11,1,Revenue,2240110.21
926,20250101,11,2,Revenue,1107826.55
927,20250101,11,3,Revenue,779876.04
928,20250101,11,4,Revenue,2075047.23
929,20250101,11,5,Revenue,1508030.39
930,20250101,11,6,Revenue,1011999.8
931,20250101,12,1,Revenue,1218778.89
932,20250101,12,2,Revenue,1511274.84
933,20250101,12,3,Revenue,828803.05
934,20250101,12,4,Revenue,2242756.74
935,20250101,12,5,Revenue,685707.93
936,20250101,12,6,Revenue,1246979.42
937,20250201,1,1,Revenue,2292853.17
938,20250201,1,2,Revenue,1932838.29
939,20250201,1,3,Revenue,1627799.67
940,20250201,1,4,Revenue,1945790.78
941,20250201,1,5,Revenue,1200350.72
942,20250201,1,6,Revenue,2362662.29
943,20250201,2,1,Revenue,1636615.12
944,20250201,2,2,Revenue,2154921.77
945,20250201,2,3,Revenue,1767776.27
946,20250201,2,4,Revenue,1620176.25
947,20250201,2,5,Revenue,517025.41
948,20250201,2,6,Revenue,2436393.98
949,20250201,3,1,Revenue,1913926.04
950,20250201,3,2,Revenue,726273.57
951,20250201,3,3,Revenue,1264894.45
952,20250201,3,4,Revenue,2198510.79
953,20250201,3,5,Revenue,2251674.16
954,20250201,3,6,Revenue,1389346.31
955,20250201,4,1,Revenue,1297762.5
956,20250201,4,2,Revenue,2219253.33
957,20250201,4,3,Revenue,1610355.44
958,20250201,4,4,Revenue,1481392.2
959,20250201,4,5,Revenue,559278.26
960,20250201,4,6,Revenue,2226754.35
961,20250201,5,1,Revenue,650827.28
962,20250201,5,2,Revenue,2010396.65
963,20250201,5,3,Revenue,606671.11
964,20250201,5,4,Revenue,1522683.5
965,20250201,5,5,Revenue,983808.37
966,20250201,5,6,Revenue,766057.0
967,20250201,6,1,Revenue,1315266.3
968,20250201,6,2,Revenue,1205366.21
969,20250201,6,3,Revenue,883701.29
970,20250201,6,4,Revenue,660114.31
971,20250201,6,5,Revenue,1889905.85
972,20250201,6,6,Revenue,1550115.3
973,20250201,7,1,Revenue,1528751.49
974,20250201,7,2,Revenue,1713115.17
975,20250201,7,3,Revenue,1456470.59
976,20250201,7,4,Revenue,619919.83
977,20250201,7,5,Revenue,1320604.56
978,20250201,7,6,Revenue,764636.73
979,20250201,8,1,Revenue,1388755.61
980,20250201,8,2,Revenue,1738927.12
981,20250201,8,3,Revenue,1255785.69
982,20250201,8,4,Revenue,583656.91
983,20250201,8,5,Revenue,1986210.56
984,20250201,8,6,Revenue,1300429.66
985,20250201,9,1,Revenue,2268256.97
986,20250201,9,2,Revenue,2322818.08
987,20250201,9,3,Revenue,1918204.76
988,20250201,9,4,Revenue,2323304.63
989,20250201,9,5,Revenue,895024.92
990,20250201,9,6,Revenue,796818.97
991,20250201,10,1,Revenue,1347918.24
992,20250201,10,2,Revenue,2095962.19
993,20250201,10,3,Revenue,1255163.79
994,20250201,10,4,Revenue,575257.44
995,20250201,10,5,Revenue,583741.93
996,20250201,10,6,Revenue,1716078.55
997,20250201,11,1,Revenue,1965116.12
998,20250201,11,2,Revenue,1621607.52
999,20250201,11,3,Revenue,829867.0
1000,20250201,11,4,Revenue,1410296.46
1001,20250201,11,5,Revenue,1386556.11
1002,20250201,11,6,Revenue,2129430.22
1003,20250201,12,1,Revenue,1721437.92
1004,20250201,12,2,Revenue,1493479.7
1005,20250201,12,3,Revenue,1545746.08
1006,20250201,12,4,Revenue,1625068.94
1007,20250201,12,5,Revenue,726997.31
1008,20250201,12,6,Revenue,1010957.17
1009,20250301,1,1,Revenue,1048717.8
1010,20250301,1,2,Revenue,955873.42
1011,20250301,1,3,Revenue,1624584.01
1012,20250301,1,4,Revenue,1200473.5
1013,20250301,1,5,Revenue,1512797.18
1014,20250301,1,6,Revenue,1633300.92
1015,20250301,2,1,Revenue,2477089.07
1016,20250301,2,2,Revenue,2479772.1
1017,20250301,2,3,Revenue,864633.49
1018,20250301,2,4,Revenue,1839734.51
1019,20250301,2,5,Revenue,557206.85
1020,20250301,2,6,Revenue,1806799.04
1021,20250301,3,1,Revenue,743745.52
1022,20250301,3,2,Revenue,2466603.63
1023,20250301,3,3,Revenue,1332473.39
1024,20250301,3,4,Revenue,1134546.05
1025,20250301,3,5,Revenue,991896.04
1026,20250301,3,6,Revenue,1105814.88
1027,20250301,4,1,Revenue,1025981.38
1028,20250301,4,2,Revenue,1861261.26
1029,20250301,4,3,Revenue,1170733.42
1030,20250301,4,4,Revenue,2480663.17
1031,20250301,4,5,Revenue,1497032.07
1032,20250301,4,6,Revenue,2096065.45
1033,20250301,5,1,Revenue,836752.79
1034,20250301,5,2,Revenue,527123.59
1035,20250301,5,3,Revenue,1512050.68
1036,20250301,5,4,Revenue,2207386.69
1037,20250301,5,5,Revenue,2052625.89
1038,20250301,5,6,Revenue,934725.66
1039,20250301,6,1,Revenue,2310547.67
1040,20250301,6,2,Revenue,720520.64
1041,20250301,6,3,Revenue,1379621.13
1042,20250301,6,4,Revenue,809750.96
1043,20250301,6,5,Revenue,1165685.69
1044,20250301,6,6,Revenue,864898.81
1045,20250301,7,1,Revenue,1603306.81
1046,20250301,7,2,Revenue,901858.54
1047,20250301,7,3,Revenue,620721.33
1048,20250301,7,4,Revenue,2459031.0
1049,20250301,7,5,Revenue,2292938.02
1050,20250301,7,6,Revenue,2336492.5
1051,20250301,8,1,Revenue,872404.35
1052,20250301,8,2,Revenue,2380931.77
1053,20250301,8,3,Revenue,1092489.22
1054,20250301,8,4,Revenue,2470515.56
1055,20250301,8,5,Revenue,2412531.9
1056,20250301,8,6,Revenue,1009586.14
1057,20250301,9,1,Revenue,1092403.72
1058,20250301,9,2,Revenue,780135.62
1059,20250301,9,3,Revenue,2070344.88
1060,20250301,9,4,Revenue,948480.97
1061,20250301,9,5,Revenue,1372911.42
1062,20250301,9,6,Revenue,1206327.1
1063,20250301,10,1,Revenue,1312466.58
1064,20250301,10,2,Revenue,741763.74
1065,20250301,10,3,Revenue,1611610.19
1066,20250301,10,4,Revenue,616438.63
1067,20250301,10,5,Revenue,692226.72
1068,20250301,10,6,Revenue,738738.33
1069,20250301,11,1,Revenue,785708.88
1070,20250301,11,2,Revenue,2138085.17
1071,20250301,11,3,Revenue,2151855.92
1072,20250301,11,4,Revenue,1033760.11
1073,20250301,11,5,Revenue,884072.93
1074,20250301,11,6,Revenue,2174662.72
1075,20250301,12,1,Revenue,998374.87
1076,20250301,12,2,Revenue,2016126.85
1077,20250301,12,3,Revenue,2322301.05
1078,20250301,12,4,Revenue,2304982.1
1079,20250301,12,5,Revenue,2020270.18
1080,20250301,12,6,Revenue,653557.48
1081,20250401,1,1,Revenue,1692711.28
1082,20250401,1,2,Revenue,1632598.15
1083,20250401,1,3,Revenue,2383500.29
1084,20250401,1,4,Revenue,2443946.11
1085,20250401,1,5,Revenue,1972089.86
1086,20250401,1,6,Revenue,1453836.83
1087,20250401,2,1,Revenue,2043130.88
1088,20250401,2,2,Revenue,984922.58
1089,20250401,2,3,Revenue,812470.92
1090,20250401,2,4,Revenue,621166.72
1091,20250401,2,5,Revenue,2293608.41
1092,20250401,2,6,Revenue,2092180.84
1093,20250401,3,1,Revenue,1708295.06
1094,20250401,3,2,Revenue,2317901.2
1095,20250401,3,3,Revenue,1192008.98
1096,20250401,3,4,Revenue,2020389.6
1097,20250401,3,5,Revenue,1823424.2
1098,20250401,3,6,Revenue,1184398.35
1099,20250401,4,1,Revenue,1921376.63
1100,20250401,4,2,Revenue,1127633.09
1101,20250401,4,3,Revenue,560242.94
1102,20250401,4,4,Revenue,818054.12
1103,20250401,4,5,Revenue,1966554.94
1104,20250401,4,6,Revenue,1913772.56
1105,20250401,5,1,Revenue,1134467.44
1106,20250401,5,2,Revenue,2015592.82
1107,20250401,5,3,Revenue,592089.26
1108,20250401,5,4,Revenue,1595466.52
1109,20250401,5,5,Revenue,598938.37
1110,20250401,5,6,Revenue,2181282.35
1111,20250401,6,1,Revenue,827940.0
1112,20250401,6,2,Revenue,1502407.75
1113,20250401,6,3,Revenue,1116376.9
1114,20250401,6,4,Revenue,815950.93
1115,20250401,6,5,Revenue,2165392.98
1116,20250401,6,6,Revenue,973790.89
1117,20250401,7,1,Revenue,1684976.1
1118,20250401,7,2,Revenue,1918166.3
1119,20250401,7,3,Revenue,936270.24
1120,20250401,7,4,Revenue,573146.8
1121,20250401,7,5,Revenue,561988.59
1122,20250401,7,6,Revenue,1034337.21
1123,20250401,8,1,Revenue,1687200.89
1124,20250401,8,2,Revenue,1704678.07
1125,20250401,8,3,Revenue,915625.46
1126,20250401,8,4,Revenue,1239262.01
1127,20250401,8,5,Revenue,1422848.0
1128,20250401,8,6,Revenue,1290080.11
1129,20250401,9,1,Revenue,2222333.64
1130,20250401,9,2,Revenue,2195900.07
1131,20250401,9,3,Revenue,964589.33
1132,20250401,9,4,Revenue,1695717.61
1133,20250401,9,5,Revenue,1037542.73
1134,20250401,9,6,Revenue,600172.65
1135,20250401,10,1,Revenue,907747.95
1136,20250401,10,2,Revenue,1716321.86
1137,20250401,10,3,Revenue,1035605.94
1138,20250401,10,4,Revenue,1172079.41
1139,20250401,10,5,Revenue,1546416.68
1140,20250401,10,6,Revenue,1371209.76
1141,20250401,11,1,Revenue,748393.14
1142,20250401,11,2,Revenue,1489013.27
1143,20250401,11,3,Revenue,716951.11
1144,20250401,11,4,Revenue,1505971.93
1145,20250401,11,5,Revenue,695305.09
1146,20250401,11,6,Revenue,2093383.13
1147,20250401,12,1,Revenue,1168202.79
1148,20250401,12,2,Revenue,2497491.76
1149,20250401,12,3,Revenue,1748973.12
1150,20250401,12,4,Revenue,2268312.31
1151,20250401,12,5,Revenue,1450031.11
1152,20250401,12,6,Revenue,985285.96
1153,20250501,1,1,Revenue,880761.56
1154,20250501,1,2,Revenue,1139114.65
1155,20250501,1,3,Revenue,2398680.13
1156,20250501,1,4,Revenue,2024022.53
1157,20250501,1,5,Revenue,1624294.63
1158,20250501,1,6,Revenue,1547550.87
1159,20250501,2,1,Revenue,1390888.55
1160,20250501,2,2,Revenue,2104630.19
1161,20250501,2,3,Revenue,2462152.35
1162,20250501,2,4,Revenue,1319871.28
1163,20250501,2,5,Revenue,1361088.31
1164,20250501,2,6,Revenue,1245819.89
1165,20250501,3,1,Revenue,1800626.63
1166,20250501,3,2,Revenue,1515536.97
1167,20250501,3,3,Revenue,2496281.2
1168,20250501,3,4,Revenue,2145172.31
1169,20250501,3,5,Revenue,1575708.65
1170,20250501,3,6,Revenue,891689.68
1171,20250501,4,1,Revenue,1180136.24
1172,20250501,4,2,Revenue,507093.51
1173,20250501,4,3,Revenue,807450.96
1174,20250501,4,4,Revenue,1592225.92
1175,20250501,4,5,Revenue,705346.36
1176,20250501,4,6,Revenue,2450076.71
1177,20250501,5,1,Revenue,1977626.73
1178,20250501,5,2,Revenue,1241398.51
1179,20250501,5,3,Revenue,2388133.12
1180,20250501,5,4,Revenue,2142068.01
1181,20250501,5,5,Revenue,1012777.49
1182,20250501,5,6,Revenue,1850792.76
1183,20250501,6,1,Revenue,1948927.63
1184,20250501,6,2,Revenue,2283951.41
1185,20250501,6,3,Revenue,1399462.18
1186,20250501,6,4,Revenue,1197778.64
1187,20250501,6,5,Revenue,977307.3
1188,20250501,6,6,Revenue,584200.34
1189,20250501,7,1,Revenue,1852883.8
1190,20250501,7,2,Revenue,2417692.54
1191,20250501,7,3,Revenue,708795.85
1192,20250501,7,4,Revenue,1450168.69
1193,20250501,7,5,Revenue,1370230.5
1194,20250501,7,6,Revenue,1707022.21
1195,20250501,8,1,Revenue,1905281.25
1196,20250501,8,2,Revenue,1393269.03
1197,20250501,8,3,Revenue,1016317.58
1198,20250501,8,4,Revenue,992347.92
1199,20250501,8,5,Revenue,2316133.88
1200,20250501,8,6,Revenue,1168678.68
1201,20250501,9,1,Revenue,1224833.95
1202,20250501,9,2,Revenue,1321935.72
1203,20250501,9,3,Revenue,1706741.72
1204,20250501,9,4,Revenue,1728221.18
1205,20250501,9,5,Revenue,1064161.17
1206,20250501,9,6,Revenue,1581162.37
1207,20250501,10,1,Revenue,1781581.78
1208,20250501,10,2,Revenue,1398722.59
1209,20250501,10,3,Revenue,1653443.15
1210,20250501,10,4,Revenue,1443418.93
1211,20250501,10,5,Revenue,599027.1
1212,20250501,10,6,Revenue,1631375.78
1213,20250501,11,1,Revenue,851890.47
1214,20250501,11,2,Revenue,793279.47
1215,20250501,11,3,Revenue,740090.11
1216,20250501,11,4,Revenue,1836531.91
1217,20250501,11,5,Revenue,2270427.01
1218,20250501,11,6,Revenue,1328502.31
1219,20250501,12,1,Revenue,1850334.71
1220,20250501,12,2,Revenue,1744372.44
1221,20250501,12,3,Revenue,1852743.17
1222,20250501,12,4,Revenue,2328369.19
1223,20250501,12,5,Revenue,1005174.33
1224,20250501,12,6,Revenue,1816606.16
1225,20250601,1,1,Revenue,2461241.3
1226,20250601,1,2,Revenue,2099398.65
1227,20250601,1,3,Revenue,2443799.2
1228,20250601,1,4,Revenue,2196140.0
1229,20250601,1,5,Revenue,2061469.27
1230,20250601,1,6,Revenue,1858326.33
1231,20250601,2,1,Revenue,1517965.68
1232,20250601,2,2,Revenue,1505162.81
1233,20250601,2,3,Revenue,1945014.06
1234,20250601,2,4,Revenue,1942584.03
1235,20250601,2,5,Revenue,630495.64
1236,20250601,2,6,Revenue,2442407.95
1237,20250601,3,1,Revenue,1986386.57
1238,20250601,3,2,Revenue,1547952.85
1239,20250601,3,3,Revenue,2192892.1
1240,20250601,3,4,Revenue,1884707.01
1241,20250601,3,5,Revenue,2469621.03
1242,20250601,3,6,Revenue,1140468.45
1243,20250601,4,1,Revenue,562183.06
1244,20250601,4,2,Revenue,620316.25
1245,20250601,4,3,Revenue,2405325.42
1246,20250601,4,4,Revenue,567452.21
1247,20250601,4,5,Revenue,986070.91
1248,20250601,4,6,Revenue,1112997.39
1249,20250601,5,1,Revenue,1279547.45
1250,20250601,5,2,Revenue,1008005.22
1251,20250601,5,3,Revenue,1953521.32
1252,20250601,5,4,Revenue,965838.72
1253,20250601,5,5,Revenue,1641526.52
1254,20250601,5,6,Revenue,1669643.11
1255,20250601,6,1,Revenue,1729434.28
1256,20250601,6,2,Revenue,1844610.6
1257,20250601,6,3,Revenue,1826371.62
1258,20250601,6,4,Revenue,1326899.0
1259,20250601,6,5,Revenue,538689.49
1260,20250601,6,6,Revenue,844234.88
1261,20250601,7,1,Revenue,1026695.8
1262,20250601,7,2,Revenue,869706.59
1263,20250601,7,3,Revenue,1245517.22
1264,20250601,7,4,Revenue,1717661.55
1265,20250601,7,5,Revenue,735032.84
1266,20250601,7,6,Revenue,910266.41
1267,20250601,8,1,Revenue,1580985.25
1268,20250601,8,2,Revenue,1240171.3
1269,20250601,8,3,Revenue,918245.38
1270,20250601,8,4,Revenue,1296458.59
1271,20250601,8,5,Revenue,1293451.95
1272,20250601,8,6,Revenue,1570076.69
1273,20250601,9,1,Revenue,748871.36
1274,20250601,9,2,Revenue,2459388.17
1275,20250601,9,3,Revenue,2238266.42
1276,20250601,9,4,Revenue,824334.21
1277,20250601,9,5,Revenue,857379.59
1278,20250601,9,6,Revenue,1738096.2
1279,20250601,10,1,Revenue,869534.27
1280,20250601,10,2,Revenue,2467603.57
1281,20250601,10,3,Revenue,1774292.19
1282,20250601,10,4,Revenue,2022598.91
1283,20250601,10,5,Revenue,627088.18
1284,20250601,10,6,Revenue,1558685.38
1285,20250601,11,1,Revenue,1300218.08
1286,20250601,11,2,Revenue,1884896.68
1287,20250601,11,3,Revenue,779540.48
1288,20250601,11,4,Revenue,2076320.24
1289,20250601,11,5,Revenue,546362.23
1290,20250601,11,6,Revenue,1126593.32
1291,20250601,12,1,Revenue,2242758.43
1292,20250601,12,2,Revenue,2369942.34
1293,20250601,12,3,Revenue,648121.65
1294,20250601,12,4,Revenue,1893580.83
1295,20250601,12,5,Revenue,741974.83
1296,20250601,12,6,Revenue,1320418.51
1297,20250701,1,1,Revenue,1254270.74
1298,20250701,1,2,Revenue,2181420.04
1299,20250701,1,3,Revenue,2495428.09
1300,20250701,1,4,Revenue,1787662.24
1301,20250701,1,5,Revenue,867228.64
1302,20250701,1,6,Revenue,2053132.45
1303,20250701,2,1,Revenue,1869845.41
1304,20250701,2,2,Revenue,1814595.01
1305,20250701,2,3,Revenue,1937871.14
1306,20250701,2,4,Revenue,1692662.36
1307,20250701,2,5,Revenue,2223933.17
1308,20250701,2,6,Revenue,1078230.89
1309,20250701,3,1,Revenue,645491.15
1310,20250701,3,2,Revenue,2438265.62
1311,20250701,3,3,Revenue,1807473.93
1312,20250701,3,4,Revenue,518570.94
1313,20250701,3,5,Revenue,1568548.54
1314,20250701,3,6,Revenue,1359793.93
1315,20250701,4,1,Revenue,2465290.47
1316,20250701,4,2,Revenue,1686932.78
1317,20250701,4,3,Revenue,693741.34
1318,20250701,4,4,Revenue,1012623.14
1319,20250701,4,5,Revenue,1356292.99
1320,20250701,4,6,Revenue,660107.95
1321,20250701,5,1,Revenue,622089.8
1322,20250701,5,2,Revenue,1130642.01
1323,20250701,5,3,Revenue,2246071.71
1324,20250701,5,4,Revenue,1239432.24
1325,20250701,5,5,Revenue,909307.3
1326,20250701,5,6,Revenue,2256598.53
1327,20250701,6,1,Revenue,1343638.3
1328,20250701,6,2,Revenue,1545174.12
1329,20250701,6,3,Revenue,2112020.15
