return_key,date_key,sales_key,order_key,customer_key,product_key,location_key,return_quantity,return_amount,return_reason
1150,20240218,19629,6550,397,47,2,1,3065.75,Incorrect Product
1151,20240630,19630,6551,119,157,8,2,2165.91,Customer Changed Mind
1152,20251210,19647,6555,890,67,4,5,5785.85,Quality Issue
1153,20240729,19665,6562,228,195,8,3,21096.46,Quality Issue
1154,20240729,19667,6562,228,38,8,2,16250.89,Duplicate Order
1155,20240729,19668,6562,228,181,8,2,8080.74,Duplicate Order
1156,20240802,19678,6567,135,104,10,2,10137.69,Duplicate Order
1157,20240711,19681,6568,34,168,3,2,5159.32,Duplicate Order
1158,20240720,19686,6569,114,70,10,3,6111.14,Customer Changed Mind
1159,20250520,19719,6581,360,179,8,7,29679.76,Customer Changed Mind
1160,20241205,19730,6587,692,54,8,5,24234.09,Damaged
1161,20240826,19755,6596,894,128,12,7,2563.8,Customer Changed Mind
1162,20240730,19773,6603,643,49,5,2,6852.85,Customer Changed Mind
1163,20240525,19778,6605,333,17,8,6,16220.59,Quality Issue
1164,20250908,19794,6609,916,156,6,1,4076.67,Incorrect Product
1165,20241125,19805,6614,824,168,1,1,2288.11,Incorrect Product
1166,20240103,19816,6618,357,132,7,1,7160.14,Damaged
1167,20250518,19833,6622,577,121,3,6,9654.51,Damaged
1168,20240906,19844,6626,539,6,4,4,14298.8,Incorrect Product
1169,20250221,19852,6628,666,111,1,1,6085.04,Duplicate Order
1170,20250316,19868,6634,293,65,8,1,1644.73,Incorrect Product
1171,20250621,19872,6635,850,144,7,4,32932.91,Duplicate Order
1172,20241202,19874,6636,871,106,4,1,3682.76,Incorrect Product
1173,20250525,19894,6640,552,174,10,1,2196.59,Customer Changed Mind
1174,20251218,19902,6642,945,111,9,1,6118.14,Quality Issue
1175,20250531,19926,6654,627,63,12,1,6160.47,Duplicate Order
1176,20250308,19928,6655,877,105,6,1,3953.44,Incorrect Product
1177,20251226,19941,6659,863,170,6,2,2147.83,Damaged
1178,20240117,19947,6661,1000,24,10,5,17368.62,Customer Changed Mind
1179,20250120,19959,6664,670,42,5,2,10945.08,Customer Changed Mind
1180,20250905,20020,6682,280,92,12,1,231.34,Incorrect Product
1181,20241221,20039,6688,472,157,5,1,1600.4,Quality Issue
1182,20241211,20050,6693,711,91,11,2,4436.52,Duplicate Order
1183,20250318,20059,6695,248,101,7,3,13812.99,Duplicate Order
1184,20251206,20075,6699,839,18,5,6,15023.02,Duplicate Order
1185,20241104,20087,6703,193,152,12,2,11244.18,Damaged
1186,20250124,20190,6734,502,41,6,1,5059.67,Duplicate Order
1187,20240720,20221,6745,394,171,1,2,1293.64,Incorrect Product
1188,20250422,20244,6751,309,83,7,1,1339.12,Quality Issue
1189,20241220,20252,6754,705,134,7,1,6028.15,Incorrect Product
1190,20241220,20253,6754,705,19,7,2,11875.21,Customer Changed Mind
1191,20240815,20260,6756,225,67,11,2,1932.29,Incorrect Product
1192,20251204,20289,6765,174,80,5,1,6176.81,Duplicate Order
1193,20250821,20294,6766,893,95,4,1,5076.76,Incorrect Product
1194,20241116,20306,6769,834,43,3,2,9372.01,Customer Changed Mind
1195,20240303,20333,6777,167,152,1,2,7964.64,Quality Issue
1196,20241228,20339,6779,393,177,2,1,9542.56,Customer Changed Mind
1197,20240509,20353,6784,29,55,4,1,859.16,Quality Issue
1198,20241107,20357,6785,788,43,2,1,4212.48,Quality Issue
1199,20240803,20429,6809,922,45,10,4,20856.16,Quality Issue
1200,20251222,20438,6813,318,65,8,5,13484.42,Incorrect Product
1201,20240411,20467,6824,18,155,4,1,3218.95,Quality Issue
1202,20250426,20474,6825,460,26,9,3,8018.32,Incorrect Product
1203,20250529,20485,6828,301,116,10,2,9647.24,Customer Changed Mind
1204,20240515,20500,6833,411,165,11,2,10568.63,Damaged
1205,20240224,20506,6834,212,53,11,1,1226.54,Customer Changed Mind
1206,20250326,20540,6845,237,182,6,2,6982.87,Customer Changed Mind
1207,20250821,20549,6847,927,67,10,6,6407.63,Quality Issue
1208,20241015,20557,6851,221,94,8,5,11274.56,Quality Issue
1209,20240602,20568,6854,146,96,6,1,3643.08,Quality Issue
1210,20250425,20571,6855,952,72,12,2,9181.29,Damaged
1211,20250424,20573,6856,274,57,9,3,8271.34,Customer Changed Mind
1212,20240519,20576,6857,296,47,8,2,6708.66,Damaged
1213,20250724,20619,6873,407,179,9,6,27988.59,Customer Changed Mind
1214,20250724,20621,6873,407,172,9,1,3082.06,Duplicate Order
1215,20251025,20654,6886,629,132,1,5,44407.59,Incorrect Product
1216,20240323,20668,6891,724,78,11,2,13407.17,Customer Changed Mind
1217,20240323,20670,6891,724,58,11,2,17528.18,Incorrect Product
1218,20250804,20676,6892,997,119,7,2,6677.13,Damaged
1219,20240529,20704,6902,210,189,4,2,3507.86,Quality Issue
1220,20251115,20709,6903,542,17,12,1,3663.01,Damaged
1221,20250612,20724,6910,422,105,6,1,4216.97,Duplicate Order
1222,20250612,20725,6910,422,77,6,5,22889.39,Damaged
1223,20240126,20750,6919,922,7,6,1,174.57,Customer Changed Mind
1224,20240131,20767,6925,285,145,12,2,1368.11,Quality Issue
1225,20240218,20792,6933,871,177,10,1,8544.67,Quality Issue
1226,20250531,20801,6936,97,66,2,5,26831.35,Damaged
1227,20240617,20819,6942,275,1,6,2,10893.74,Duplicate Order
1228,20240623,20822,6943,339,197,12,1,4293.7,Damaged
1229,20240514,20846,6952,550,40,4,3,22336.58,Customer Changed Mind
1230,20240710,20864,6957,164,176,3,2,3505.98,Damaged
1231,20250909,20893,6969,78,57,3,1,3750.08,Quality Issue
1232,20241004,20903,6972,725,4,7,1,1236.54,Damaged
1233,20240831,20942,6987,78,81,9,2,2293.82,Duplicate Order
1234,20240831,20944,6987,78,107,9,6,12318.68,Incorrect Product
1235,20241028,20948,6989,67,5,4,5,23939.6,Quality Issue
1236,20240726,20950,6990,302,173,3,1,4070.74,Incorrect Product
1237,20250615,20965,6996,898,146,9,1,5095.45,Incorrect Product
1238,20250711,20997,7006,642,74,5,1,4280.44,Customer Changed Mind
1239,20250725,21001,7009,742,124,12,1,3056.45,Incorrect Product
1240,20240719,21008,7010,787,74,10,1,4274.73,Duplicate Order
1241,20250106,21024,7018,241,72,4,2,7831.55,Duplicate Order
1242,20240911,21039,7022,712,105,2,6,21426.07,Damaged
1243,20241007,21082,7037,36,37,10,2,5212.03,Customer Changed Mind
1244,20251212,21117,7046,722,155,3,3,9677.77,Customer Changed Mind
1245,20250414,21133,7051,316,80,11,1,7471.45,Quality Issue
1246,20240703,21151,7057,15,3,6,2,2584.82,Customer Changed Mind
1247,20250823,21158,7059,746,134,1,2,8434.86,Incorrect Product
1248,20250530,21167,7062,339,110,4,3,335.23,Quality Issue
1249,20250929,21177,7064,622,22,4,4,17379.07,Duplicate Order
1250,20250426,21184,7066,388,80,7,6,44305.15,Duplicate Order
1251,20250704,21189,7068,587,194,7,1,8542.67,Quality Issue
1252,20240720,21207,7074,580,18,2,1,2643.5,Quality Issue
1253,20240720,21209,7074,580,163,2,1,7552.75,Quality Issue
1254,20240527,21221,7080,784,197,6,1,5129.2,Customer Changed Mind
1255,20240407,21245,7088,115,7,1,1,154.43,Damaged
1256,20240218,21252,7091,377,176,8,2,4061.32,Quality Issue
1257,20250802,21265,7094,738,84,9,1,4906.81,Quality Issue
1258,20250118,21306,7108,851,84,4,7,26864.09,Damaged
1259,20250118,21309,7108,851,185,4,5,36490.77,Incorrect Product
1260,20240322,21332,7115,841,194,12,1,6242.44,Damaged
1261,20251111,21374,7131,307,159,11,4,12060.32,Customer Changed Mind
1262,20240327,21404,7141,112,39,2,2,8923.87,Duplicate Order
1263,20240906,21407,7142,929,25,7,4,7319.26,Incorrect Product
1264,20251108,21457,7161,206,1,12,4,20624.86,Incorrect Product
1265,20240627,21508,7179,550,125,8,2,13373.42,Customer Changed Mind
1266,20241227,21513,7182,386,179,9,2,8999.66,Customer Changed Mind
1267,20251027,21519,7184,120,49,12,3,13078.61,Duplicate Order
1268,20250904,21527,7186,317,101,4,2,9084.43,Incorrect Product
1269,20250808,21531,7187,402,88,12,2,6238.18,Damaged
1270,20250915,21536,7189,222,140,8,1,903.52,Damaged
1271,20241208,21565,7196,214,170,7,1,850.88,Customer Changed Mind
1272,20240923,21572,7199,405,19,7,3,12579.85,Customer Changed Mind
1273,20241211,21616,7214,426,179,2,4,19505.54,Customer Changed Mind
1274,20240307,21634,7219,480,21,10,2,6254.64,Customer Changed Mind
1275,20250605,21642,7220,343,6,5,7,22795.23,Damaged
1276,20251104,21644,7221,514,183,2,2,13725.58,Customer Changed Mind
1277,20250328,21692,7237,804,137,5,5,8826.2,Quality Issue
1278,20240106,21733,7251,6,176,6,2,4213.15,Damaged
1279,20251023,21744,7253,691,144,5,1,12202.07,Customer Changed Mind
1280,20241201,21824,7277,882,47,10,1,3375.02,Quality Issue
1281,20240922,21834,7281,859,111,10,2,10204.82,Damaged
1282,20250424,21869,7293,18,109,8,1,5201.02,Damaged
1283,20240514,21880,7297,101,90,8,3,3873.44,Damaged
1284,20240809,22034,7354,94,9,3,2,7011.0,Customer Changed Mind
1285,20240619,22052,7359,572,129,1,1,3753.43,Incorrect Product
1286,20240629,22120,7384,304,41,3,3,11870.05,Incorrect Product
1287,20240423,22124,7385,547,33,8,3,9060.22,Incorrect Product
1288,20240708,22140,7390,287,22,12,2,11712.9,Damaged
1289,20240207,22156,7395,39,189,1,1,1864.18,Damaged
1290,20250611,22167,7398,329,168,12,1,1557.44,Incorrect Product
1291,20240723,22176,7400,572,187,11,1,5726.96,Duplicate Order
1292,20240803,22182,7401,903,170,8,2,1854.47,Customer Changed Mind
1293,20240624,22191,7404,161,141,2,1,2464.17,Damaged
1294,20251107,22195,7407,39,196,9,4,12347.12,Duplicate Order
1295,20251001,22222,7418,339,66,7,4,21032.9,Incorrect Product
1296,20250121,22241,7427,908,44,9,3,20462.35,Damaged
1297,20251111,22253,7431,566,150,7,3,23216.44,Incorrect Product
1298,20250326,22268,7438,889,86,11,1,7522.65,Customer Changed Mind
1299,20250704,22275,7439,862,104,5,2,10549.41,Incorrect Product
1300,20240803,22277,7441,975,165,7,1,5200.06,Duplicate Order
1301,20250526,22279,7442,495,82,11,2,1935.14,Customer Changed Mind
1302,20240615,22302,7451,302,7,10,3,565.32,Customer Changed Mind
1303,20251209,22327,7458,73,114,7,3,4018.32,Incorrect Product
1304,20240914,22335,7461,753,136,8,1,2001.31,Duplicate Order
1305,20250315,22348,7464,213,29,1,1,2165.38,Customer Changed Mind
1306,20241216,22360,7470,841,77,1,1,4939.48,Customer Changed Mind
1307,20251207,22375,7476,545,133,6,5,27340.67,Quality Issue
1308,20240828,22382,7479,863,87,1,4,14164.75,Incorrect Product
1309,20250810,22410,7488,714,109,4,2,11637.39,Duplicate Order
1310,20250717,22420,7491,66,156,10,3,9584.87,Duplicate Order
1311,20240912,22422,7492,487,143,4,4,26604.0,Incorrect Product
1312,20241004,22476,7507,82,189,4,3,5697.83,Incorrect Product
1313,20240318,22488,7512,119,176,9,1,2504.37,Quality Issue
1314,20240610,22502,7516,532,77,3,1,3872.33,Customer Changed Mind
1315,20240810,22507,7519,217,145,2,3,2088.43,Customer Changed Mind
1316,20240706,22523,7524,363,124,8,1,4198.53,Quality Issue
1317,20240322,22535,7528,486,20,3,4,9769.87,Damaged
1318,20240512,22536,7529,497,2,11,1,6652.03,Customer Changed Mind
1319,20240512,22556,7535,987,77,6,1,4635.11,Duplicate Order
1320,20240905,22578,7543,640,145,8,3,1462.32,Quality Issue
1321,20240630,22585,7545,263,180,4,6,13551.52,Customer Changed Mind
1322,20240222,22730,7594,694,151,2,5,41239.74,Damaged
1323,20240222,22731,7594,694,73,2,7,37621.81,Damaged
1324,20251101,22742,7598,360,114,5,1,1204.35,Damaged
1325,20250405,22761,7605,649,30,1,4,24218.78,Quality Issue
1326,20241102,22803,7621,294,30,7,5,38863.72,Customer Changed Mind
1327,20241102,22804,7621,294,174,7,1,2246.07,Duplicate Order
1328,20251007,22810,7624,783,111,8,1,6012.93,Duplicate Order
1329,20250826,22816,7627,773,179,11,6,29644.38,Customer Changed Mind
1330,20250609,22832,7631,711,134,5,3,17842.22,Quality Issue
1331,20251127,22843,7635,110,72,6,3,15947.61,Incorrect Product
1332,20241214,22849,7636,482,85,5,1,489.23,Incorrect Product
1333,20251010,22856,7639,575,184,6,1,6262.1,Duplicate Order
1334,20250909,22863,7640,508,176,1,4,8867.35,Damaged
1335,20241217,22881,7647,687,36,2,2,7429.33,Incorrect Product
1336,20240201,22892,7651,314,56,9,2,10279.68,Quality Issue
1337,20251229,22900,7655,920,52,10,2,17158.23,Damaged
1338,20251013,22902,7656,146,12,10,1,2430.9,Quality Issue
1339,20250427,22925,7662,595,51,2,3,11316.19,Duplicate Order
1340,20240129,22938,7667,381,39,5,2,7535.04,Duplicate Order
1341,20240331,23033,7696,609,196,7,1,3042.13,Incorrect Product
1342,20250611,23039,7698,741,10,10,1,2650.38,Damaged
1343,20250222,23041,7699,879,114,3,5,5636.34,Customer Changed Mind
1344,20250123,23094,7716,819,54,3,2,7993.42,Duplicate Order
1345,20250318,23105,7718,307,154,5,1,1983.01,Incorrect Product
1346,20250917,23123,7724,242,195,6,6,36565.19,Damaged
1347,20240228,23133,7727,343,199,3,2,8847.35,Quality Issue
1348,20241023,23161,7735,766,182,11,2,7880.21,Duplicate Order
1349,20241011,23211,7752,580,40,8,1,7229.82,Customer Changed Mind
1350,20240720,23222,7756,355,182,3,2,6630.03,Incorrect Product
1351,20240222,23231,7759,615,137,5,1,1236.68,Quality Issue
1352,20240222,23232,7759,615,19,5,1,2959.99,Quality Issue
1353,20240222,23233,7759,615,139,5,3,15280.54,Duplicate Order
1354,20250202,23247,7763,50,41,9,2,7378.09,Duplicate Order
1355,20250131,23250,7764,764,135,8,1,3365.48,Damaged
1356,20240312,23268,7770,955,54,10,2,8127.76,Damaged
1357,20250323,23272,7771,194,52,7,5,33986.04,Customer Changed Mind
1358,20250711,23324,7787,587,145,7,1,683.76,Quality Issue
1359,20251202,23332,7789,225,97,10,4,12103.95,Quality Issue
1360,20240918,23338,7791,285,168,6,3,7889.71,Quality Issue
1361,20240113,23375,7802,430,192,7,2,8980.98,Damaged
1362,20240801,23411,7815,451,163,10,1,7272.2,Incorrect Product
1363,20251027,23454,7826,650,112,9,2,13724.37,Customer Changed Mind
1364,20251027,23455,7826,650,175,9,2,22237.44,Customer Changed Mind
1365,20250414,23472,7832,922,174,10,2,4687.35,Incorrect Product
1366,20250831,23479,7834,953,40,3,5,26719.11,Customer Changed Mind
1367,20250831,23481,7834,953,146,3,1,4587.25,Customer Changed Mind
1368,20250822,23488,7838,581,179,8,2,8134.92,Damaged
1369,20241013,23495,7840,30,163,8,1,6643.63,Incorrect Product
1370,20250302,23504,7844,77,126,12,4,35753.67,Duplicate Order
1371,20250830,23531,7853,814,176,5,1,1861.07,Customer Changed Mind
1372,20240210,23538,7855,609,117,9,3,5944.37,Duplicate Order
1373,20240214,23583,7868,290,192,11,2,9444.74,Duplicate Order
1374,20241127,23602,7874,690,33,11,2,9271.89,Quality Issue
1375,20250428,23637,7887,249,111,9,3,18139.07,Quality Issue
1376,20251126,23670,7899,294,199,6,6,35120.93,Customer Changed Mind
1377,20240425,23674,7900,883,20,4,5,9178.91,Quality Issue
1378,20241024,23677,7902,720,20,4,3,6407.52,Quality Issue
1379,20240116,23698,7909,696,142,1,1,4447.16,Duplicate Order
1380,20250711,23713,7913,158,10,4,6,14436.55,Duplicate Order
1381,20240727,23744,7924,822,70,12,4,6033.22,Damaged
1382,20240317,23751,7927,508,17,5,1,2946.23,Duplicate Order
1383,20250717,23769,7933,763,50,9,4,5211.73,Customer Changed Mind
1384,20250304,23779,7935,879,190,8,1,1978.23,Incorrect Product
1385,20240331,23784,7937,731,123,11,6,34458.38,Quality Issue
1386,20240119,23790,7939,652,93,9,1,537.34,Incorrect Product
1387,20250426,23803,7942,248,47,11,1,3002.57,Damaged
1388,20251219,23808,7943,763,181,5,3,16455.04,Customer Changed Mind
1389,20250212,23842,7952,6,57,6,2,6656.79,Customer Changed Mind
1390,20250417,23852,7955,157,46,6,4,1302.95,Customer Changed Mind
1391,20250301,23871,7963,837,131,7,1,3947.77,Quality Issue
1392,20250328,23873,7964,645,64,5,1,2581.44,Damaged
1393,20240707,23880,7966,727,148,12,2,2107.66,Customer Changed Mind
1394,20250614,23924,7981,386,84,2,3,10560.23,Duplicate Order
1395,20250315,23958,7993,473,117,6,2,3316.56,Customer Changed Mind
1396,20241011,23977,7999,734,115,8,3,15619.48,Customer Changed Mind
1397,20250225,23990,8005,896,3,6,6,9700.76,Customer Changed Mind
1398,20250225,23992,8005,896,6,6,1,3950.95,Incorrect Product
1399,20240810,24058,8031,986,64,8,6,19478.45,Incorrect Product
1400,20250524,24076,8035,459,121,11,4,7704.09,Quality Issue
1401,20250506,24089,8039,829,139,7,2,10365.55,Damaged
1402,20250215,24095,8040,628,45,12,3,13063.19,Duplicate Order
1403,20240821,24113,8045,449,98,3,2,1561.9,Duplicate Order
1404,20251119,24142,8053,59,11,5,5,27729.95,Duplicate Order
1405,20251003,24175,8063,950,71,10,2,4690.63,Quality Issue
1406,20240712,24211,8076,458,110,12,1,95.72,Damaged
1407,20250804,24214,8077,685,57,8,2,7437.63,Incorrect Product
1408,20240611,24246,8089,675,60,5,3,2352.51,Incorrect Product
1409,20250831,24257,8093,579,21,9,1,3845.11,Customer Changed Mind
1410,20241103,24359,8127,2,34,7,7,2428.17,Customer Changed Mind
1411,20250624,24360,8128,519,84,5,5,22354.31,Damaged
1412,20250319,24396,8141,357,79,1,1,5642.82,Quality Issue
1413,20240430,24404,8143,655,41,1,1,4533.42,Duplicate Order
1414,20240430,24405,8143,655,135,1,5,24194.81,Customer Changed Mind
1415,20250801,24409,8144,813,3,2,7,8737.95,Incorrect Product
1416,20240503,24439,8152,97,64,9,3,8094.19,Damaged
1417,20240906,24441,8153,874,172,5,1,4127.01,Quality Issue
1418,20240906,24442,8153,874,120,5,1,593.64,Incorrect Product
1419,20240709,24445,8154,801,53,4,1,1170.53,Incorrect Product
1420,20251028,24450,8156,634,31,1,1,8736.4,Duplicate Order
1421,20240813,24457,8158,381,25,2,1,1625.51,Customer Changed Mind
1422,20241029,24473,8163,110,28,9,2,720.46,Incorrect Product
1423,20250415,24493,8170,861,142,1,1,4187.37,Customer Changed Mind
1424,20251023,24505,8174,643,8,3,1,6914.62,Duplicate Order
1425,20251023,24507,8174,643,93,3,1,707.92,Customer Changed Mind
1426,20250312,24548,8188,541,185,7,3,18963.1,Duplicate Order
1427,20251104,24567,8195,83,50,6,5,7467.34,Incorrect Product
1428,20251012,24584,8200,993,11,5,2,12857.73,Customer Changed Mind
1429,20251207,24589,8204,55,109,2,2,14455.01,Incorrect Product
1430,20240626,24636,8219,81,5,7,1,3520.51,Quality Issue
1431,20240731,24641,8221,16,14,12,1,3029.13,Customer Changed Mind
1432,20250225,24660,8226,459,35,8,3,4666.55,Quality Issue
1433,20250914,24693,8235,500,56,3,3,15621.95,Incorrect Product
1434,20250218,24707,8240,301,127,6,6,8916.46,Incorrect Product
1435,20250529,24725,8245,674,69,12,3,9725.44,Incorrect Product
1436,20250909,24729,8247,419,59,7,5,14344.36,Customer Changed Mind
1437,20250909,24731,8247,419,1,7,1,3619.84,Incorrect Product
1438,20250928,24762,8255,265,177,3,5,35473.41,Incorrect Product
1439,20250707,24765,8257,14,180,3,4,8113.66,Quality Issue
1440,20250221,24783,8265,582,2,3,6,32909.7,Customer Changed Mind
1441,20251220,24800,8271,784,56,12,1,5536.28,Damaged
1442,20250312,24808,8274,682,38,5,3,17503.06,Duplicate Order
1443,20250809,24811,8275,937,161,7,4,28136.1,Duplicate Order
1444,20240104,24820,8278,140,123,5,1,4649.25,Duplicate Order
1445,20251112,24828,8281,800,29,7,1,2724.77,Quality Issue
1446,20240421,24869,8291,664,114,9,1,1256.41,Incorrect Product
1447,20250120,24879,8295,53,75,11,2,16269.34,Quality Issue
1448,20251021,24909,8304,73,134,1,1,5405.86,Quality Issue
1449,20251021,24912,8304,73,81,1,1,1790.35,Quality Issue
1450,20240103,24920,8309,109,17,9,2,6076.4,Quality Issue
1451,20250902,24926,8313,832,86,12,1,7230.24,Duplicate Order
1452,20240328,24931,8315,223,163,2,5,33861.6,Duplicate Order
1453,20240209,24933,8316,605,53,3,1,1064.51,Damaged
1454,20250701,24961,8329,786,47,1,1,2555.64,Incorrect Product
1455,20250106,24970,8333,896,131,9,1,2684.94,Damaged
1456,20250117,24980,8337,677,49,9,3,12008.02,Duplicate Order
1457,20240120,24983,8338,979,156,3,1,3361.55,Incorrect Product
1458,20250208,24988,8340,434,108,10,3,21585.37,Duplicate Order
1459,20240314,25028,8350,805,142,2,2,6638.98,Customer Changed Mind
1460,20240714,25070,8365,178,48,4,4,21229.61,Quality Issue
1461,20241231,25089,8371,883,115,3,4,29041.29,Damaged
1462,20240303,25138,8386,737,190,1,3,5432.28,Quality Issue
1463,20241130,25143,8387,571,52,10,5,43806.97,Duplicate Order
1464,20251218,25156,8391,878,66,3,2,9160.3,Damaged
1465,20241031,25175,8397,713,4,4,2,2462.97,Damaged
1466,20241024,25252,8420,32,35,1,2,4300.44,Quality Issue
1467,20240504,25256,8422,57,109,11,2,12032.45,Incorrect Product
1468,20240215,25283,8428,469,76,2,3,8303.05,Damaged
1469,20241002,25286,8430,108,17,9,2,5379.87,Customer Changed Mind
1470,20250610,25301,8434,999,22,4,1,6402.42,Damaged
1471,20250116,25305,8435,460,142,4,4,16305.03,Quality Issue
1472,20250116,25308,8435,460,192,4,5,26654.9,Customer Changed Mind
1473,20241018,25340,8447,255,151,11,2,15827.04,Customer Changed Mind
1474,20240615,25356,8454,742,116,3,1,4821.69,Duplicate Order
1475,20241019,25369,8457,140,18,8,3,6459.55,Quality Issue
1476,20240601,25402,8468,275,24,5,1,4379.6,Duplicate Order
1477,20250605,25445,8483,442,107,12,1,1720.0,Customer Changed Mind
1478,20250223,25448,8484,1000,199,10,6,27771.12,Damaged
1479,20250903,25455,8486,301,78,8,5,24173.72,Damaged
1480,20250903,25509,8501,822,20,11,4,7465.15,Damaged
1481,20250903,25510,8501,822,144,11,1,8439.25,Quality Issue
1482,20240215,25534,8508,562,166,12,2,9868.67,Quality Issue
1483,20251218,25552,8515,486,170,11,1,927.6,Duplicate Order
1484,20241117,25566,8519,653,138,4,1,1812.08,Duplicate Order
1485,20250123,25589,8528,339,113,1,1,173.64,Customer Changed Mind
1486,20250304,25603,8533,625,78,1,2,10784.96,Duplicate Order
1487,20241006,25606,8534,883,200,4,5,23209.14,Incorrect Product
1488,20251129,25639,8546,822,145,10,1,684.21,Customer Changed Mind
1489,20250225,25641,8547,327,37,5,2,3772.35,Damaged
1490,20240810,25677,8560,782,200,3,6,20800.48,Damaged
1491,20251220,25699,8567,247,106,4,1,4400.54,Customer Changed Mind
1492,20250604,25722,8578,372,92,9,3,571.22,Duplicate Order
1493,20240424,25726,8580,691,98,6,4,2598.65,Incorrect Product
1494,20250914,25750,8590,36,175,9,3,22497.18,Customer Changed Mind
1495,20250613,25760,8592,672,126,1,2,15278.81,Customer Changed Mind
1496,20250315,25779,8600,4,29,4,6,11567.37,Incorrect Product
1497,20250315,25780,8600,4,184,4,2,10076.79,Quality Issue
1498,20250226,25805,8608,909,62,9,2,853.3,Quality Issue
1499,20251026,25807,8609,164,36,12,1,3727.79,Incorrect Product
1500,20250628,25819,8612,676,193,6,1,3535.19,Incorrect Product
1501,20250917,25826,8614,706,130,4,1,6267.38,Incorrect Product
1502,20250426,25880,8635,547,79,3,1,5497.68,Duplicate Order
1503,20241224,25886,8637,671,186,10,5,50655.84,Duplicate Order
1504,20240105,25922,8652,168,61,7,3,15955.33,Incorrect Product
1505,20241115,25966,8664,887,13,7,2,23673.67,Damaged
1506,20240128,25990,8671,954,25,6,3,4951.21,Quality Issue
1507,20241021,25994,8672,68,168,6,4,10884.12,Quality Issue
1508,20240429,26013,8678,133,82,2,4,4353.45,Damaged
1509,20241214,26028,8683,779,178,3,1,6440.26,Incorrect Product
1510,20241011,26042,8689,462,176,1,3,7367.73,Quality Issue
1511,20250325,26054,8693,488,41,6,1,2973.19,Quality Issue
1512,20250325,26055,8693,488,30,6,4,26671.07,Incorrect Product
1513,20240405,26062,8694,669,123,12,3,19020.91,Incorrect Product
1514,20240307,26080,8701,856,81,3,3,3135.52,Quality Issue
1515,20240908,26090,8704,689,39,4,4,19401.57,Duplicate Order
1516,20251001,26103,8709,814,176,11,3,6940.36,Quality Issue
1517,20250319,26107,8710,393,6,11,1,3030.44,Duplicate Order
1518,20251230,26108,8711,105,185,1,1,8281.12,Quality Issue
1519,20241021,26112,8712,614,77,12,1,5603.35,Damaged
1520,20250322,26117,8713,948,39,5,5,18640.62,Incorrect Product
1521,20250729,26152,8724,7,18,12,1,2411.91,Damaged
1522,20250927,26176,8731,637,44,12,2,16006.17,Customer Changed Mind
1523,20240219,26179,8732,259,155,8,2,7901.43,Customer Changed Mind
1524,20250520,26184,8734,828,72,6,2,10476.71,Customer Changed Mind
1525,20251018,26186,8735,479,16,6,1,2589.33,Incorrect Product
1526,20250607,26187,8736,915,43,2,1,4103.94,Damaged
1527,20240517,26198,8739,322,81,3,1,1361.55,Damaged
1528,20240317,26234,8752,573,92,11,4,1246.15,Damaged
1529,20240310,26264,8763,22,8,7,1,6994.28,Incorrect Product
1530,20240310,26265,8763,22,154,7,1,1836.92,Customer Changed Mind
1531,20240611,26269,8764,219,143,4,2,9538.15,Quality Issue
1532,20250911,26367,8797,16,34,7,1,277.08,Incorrect Product
1533,20250315,26376,8800,755,51,7,1,4516.39,Duplicate Order
1534,20250110,26388,8804,739,9,11,2,5075.95,Incorrect Product
1535,20250322,26395,8808,903,200,2,1,3280.17,Customer Changed Mind
1536,20250322,26397,8808,903,14,2,2,5486.65,Quality Issue
1537,20250604,26419,8818,701,132,1,2,12741.95,Customer Changed Mind
1538,20250707,26453,8829,770,126,2,1,7047.0,Quality Issue
1539,20240209,26463,8832,896,35,8,1,1287.57,Duplicate Order
1540,20250512,26485,8839,224,67,10,3,2756.07,Quality Issue
1541,20240909,26504,8845,590,134,11,7,31897.97,Duplicate Order
1542,20240624,26513,8848,629,50,3,1,1080.57,Quality Issue
1543,20240618,26523,8851,477,82,2,2,1867.3,Incorrect Product
1544,20240618,26524,8851,477,104,2,7,24408.26,Incorrect Product
1545,20240618,26526,8851,477,145,2,3,2080.02,Quality Issue
1546,20241013,26533,8854,303,77,3,1,4595.58,Duplicate Order
1547,20241214,26554,8859,934,130,6,1,8011.02,Damaged
1548,20240427,26561,8861,396,100,4,2,1097.12,Damaged
1549,20240303,26569,8864,701,153,10,2,569.86,Damaged
1550,20250612,26571,8865,69,199,9,6,37207.34,Quality Issue
1551,20240417,26590,8869,414,86,7,3,24697.82,Customer Changed Mind
1552,20240509,26597,8871,505,125,9,2,14983.15,Duplicate Order
1553,20240326,26610,8876,905,172,3,1,3155.8,Customer Changed Mind
1554,20250127,26645,8889,97,70,11,1,2088.29,Duplicate Order
1555,20250403,26653,8891,200,165,11,2,11391.67,Damaged
1556,20251108,26699,8907,926,75,8,2,15909.62,Duplicate Order
1557,20241214,26700,8908,683,3,6,3,3844.02,Customer Changed Mind
1558,20240123,26721,8913,628,162,6,1,2024.52,Incorrect Product
1559,20241015,26740,8920,480,167,6,4,2207.68,Incorrect Product
1560,20250612,26764,8927,729,92,9,4,1067.56,Incorrect Product
1561,20240506,26780,8932,195,13,11,1,8403.49,Damaged
1562,20251210,26786,8936,379,144,10,3,25327.38,Incorrect Product
1563,20240118,26788,8937,448,190,8,1,1980.52,Incorrect Product
