sales_key,date_key,customer_key,product_key,employee_key,location_key,order_key,quantity,unit_price,gross_amount,discount_amount,net_amount,cost_amount,profit_amount,currency
11238,20250715,788,116,59,8,3751,2,5655.38,11310.76,2180.57,9130.19,8077.14,1053.05,INR
11239,20250715,788,111,59,8,3751,4,5388.76,21555.04,3434.46,18120.58,19746.28,-1625.7,INR
11240,20240903,287,161,53,6,3752,3,7282.64,21847.91,2389.48,19458.44,10222.92,9235.52,INR
11241,20240903,287,39,53,6,3752,3,5050.86,15152.57,1043.73,14108.84,7637.67,6471.17,INR
11242,20240903,287,190,53,6,3752,3,2466.89,7400.67,940.34,6460.33,3802.83,2657.5,INR
11243,20240903,287,29,53,6,3752,4,2363.46,9453.85,90.98,9362.87,4921.64,4441.23,INR
11244,20240903,287,25,53,6,3752,2,1957.63,3915.26,780.98,3134.29,2708.4,425.89,INR
11245,20250603,401,161,2,3,3753,5,7422.74,37113.68,60.07,37053.61,17038.2,20015.41,INR
11246,20250603,401,92,2,3,3753,5,262.79,1313.94,128.06,1185.88,1056.65,129.23,INR
11247,20250603,401,60,2,3,3753,7,1250.86,8756.03,2062.72,6693.3,5765.48,927.82,INR
11248,20250810,403,65,12,7,3754,1,2888.47,2888.47,391.18,2497.29,1303.87,1193.42,INR
11249,20250810,403,91,12,7,3754,6,2054.25,12325.49,1298.44,11027.05,5483.76,5543.29,INR
11250,20250810,403,29,12,7,3754,5,2094.1,10470.5,2090.74,8379.75,6152.05,2227.7,INR
11251,20250810,403,66,12,7,3754,3,6054.63,18163.9,1660.65,16503.25,9857.91,6645.34,INR
11252,20250810,403,180,12,7,3754,1,2163.83,2163.83,378.74,1785.09,1478.34,306.75,INR
11253,20240702,23,10,95,11,3755,3,3113.19,9339.56,1532.31,7807.25,6406.02,1401.23,INR
11254,20240702,23,134,95,11,3755,6,4627.2,27763.2,3055.44,24707.76,17925.66,6782.1,INR
11255,20240702,23,172,95,11,3755,1,4183.91,4183.91,827.81,3356.1,2085.46,1270.64,INR
11256,20240702,23,80,95,11,3755,1,7326.58,7326.58,807.29,6519.29,4308.71,2210.58,INR
11257,20240702,23,106,95,11,3755,5,3877.19,19385.93,1045.68,18340.25,13155.7,5184.55,INR
11258,20240708,546,71,50,5,3756,7,2107.97,14755.77,351.8,14403.97,9424.73,4979.24,INR
11259,20240708,546,15,50,5,3756,4,5785.86,23143.45,1659.01,21484.44,19755.4,1729.04,INR
11260,20240708,546,90,50,5,3756,7,1750.02,12250.15,805.5,11444.65,6611.5,4833.15,INR
11261,20240213,459,45,99,8,3757,5,5904.33,29521.63,2535.63,26986.0,21457.3,5528.7,INR
11262,20240213,459,155,99,8,3757,2,4602.27,9204.54,1107.2,8097.33,5121.18,2976.15,INR
11263,20240213,459,197,99,8,3757,4,5552.48,22209.93,1840.11,20369.82,13493.8,6876.02,INR
11264,20250318,941,167,66,6,3758,7,551.25,3858.76,144.5,3714.26,3009.09,705.17,INR
11265,20250318,941,190,66,6,3758,4,2418.47,9673.88,1299.87,8374.01,5070.44,3303.57,INR
11266,20250318,941,3,66,6,3758,5,1484.09,7420.46,742.28,6678.17,4029.1,2649.07,INR
11267,20250318,941,150,66,6,3758,6,7854.71,47128.26,2597.05,44531.2,18896.94,25634.26,INR
11268,20250318,941,29,66,6,3758,4,2127.99,8511.96,1151.35,7360.61,4921.64,2438.97,INR
11269,20250719,372,59,74,4,3759,3,3242.74,9728.21,1465.53,8262.68,4950.51,3312.17,INR
11270,20250719,372,162,74,4,3759,5,2394.95,11974.76,2975.65,8999.11,10052.6,-1053.49,INR
11271,20250719,372,139,74,4,3759,7,6296.32,44074.25,4922.34,39151.91,28615.09,10536.82,INR
11272,20250719,372,120,74,4,3759,7,819.24,5734.67,24.16,5710.5,2684.5,3026.0,INR
11273,20241026,795,158,32,11,3760,2,5219.93,10439.86,1046.98,9392.88,5042.88,4350.0,INR
11274,20241026,795,18,32,11,3760,1,3098.37,3098.37,687.93,2410.44,1365.76,1044.68,INR
11275,20240427,391,75,84,12,3761,3,7764.9,23294.71,5016.01,18278.7,10520.04,7758.66,INR
11276,20240427,391,1,84,12,3761,6,4954.96,29729.77,2929.71,26800.06,13557.78,13242.28,INR
11277,20240819,186,130,66,3,3762,1,7299.8,7299.8,774.02,6525.79,3961.7,2564.09,INR
11278,20240819,186,173,66,3,3762,4,5305.49,21221.96,649.64,20572.33,15118.52,5453.81,INR
11279,20241021,349,34,76,8,3763,7,438.46,3069.24,574.53,2494.71,1720.74,773.97,INR
11280,20241021,349,73,76,8,3763,3,6301.17,18903.51,4525.88,14377.63,8874.66,5502.97,INR
11281,20251031,884,31,27,12,3764,1,10618.09,10618.09,2625.32,7992.77,3582.25,4410.52,INR
11282,20251031,884,119,27,12,3764,6,3502.62,21015.75,4748.28,16267.46,14767.32,1500.14,INR
11283,20251031,884,24,27,12,3764,3,5953.63,17860.88,2512.01,15348.87,10248.51,5100.36,INR
11284,20240331,257,116,59,7,3765,6,6054.77,36328.61,6694.31,29634.31,24231.42,5402.89,INR
11285,20240331,257,37,59,7,3765,5,2231.27,11156.35,1159.1,9997.25,8366.1,1631.15,INR
11286,20240331,257,56,59,7,3765,5,6930.98,34654.91,3721.5,30933.41,15046.95,15886.46,INR
11287,20240331,257,53,59,7,3765,7,1443.95,10107.68,1533.1,8574.58,5273.87,3300.71,INR
11288,20240907,845,77,37,7,3766,4,5820.97,23283.88,877.18,22406.7,10252.0,12154.7,INR
11289,20240907,845,78,37,7,3766,1,7079.34,7079.34,1317.5,5761.84,3081.57,2680.27,INR
11290,20240907,845,96,37,7,3766,1,4736.07,4736.07,173.32,4562.75,2170.54,2392.21,INR
11291,20240907,845,138,37,7,3766,5,1823.24,9116.19,1535.69,7580.5,6062.3,1518.2,INR
11292,20250411,666,117,91,12,3767,7,2701.53,18910.74,4635.66,14275.07,10655.33,3619.74,INR
11293,20240622,746,199,91,8,3768,3,5163.91,15491.74,929.1,14562.64,13141.53,1421.11,INR
11294,20251008,753,153,36,11,3769,1,279.98,279.98,7.73,272.26,131.59,140.67,INR
11295,20251008,753,119,36,11,3769,7,3453.87,24177.11,480.53,23696.58,17228.54,6468.04,INR
11296,20251008,753,81,36,11,3769,5,1591.28,7956.39,1396.67,6559.72,4905.6,1654.12,INR
11297,20251008,753,14,36,11,3769,2,3987.06,7974.11,1162.62,6811.5,5515.18,1296.32,INR
11298,20251026,517,100,3,2,3770,7,642.29,4496.04,437.04,4059.0,3431.4,627.6,INR
11299,20251026,517,156,3,2,3770,3,4376.72,13130.16,1067.15,12063.01,7984.05,4078.96,INR
11300,20251026,517,56,3,2,3770,5,7498.9,37494.52,7417.37,30077.14,15046.95,15030.19,INR
11301,20241004,602,164,25,8,3771,7,8267.45,57872.14,1235.36,56636.77,26372.43,30264.34,INR
11302,20250629,70,160,28,2,3772,6,3422.46,20534.74,4838.18,15696.55,14072.46,1624.09,INR
11303,20250629,70,193,28,2,3772,4,5077.18,20308.72,1845.85,18462.87,9543.24,8919.63,INR
11304,20250629,70,47,28,2,3772,2,3598.51,7197.02,1274.35,5922.67,3988.08,1934.59,INR
11305,20250629,70,21,28,2,3772,5,3687.18,18435.89,3441.61,14994.28,11344.25,3650.03,INR
11306,20250629,70,123,28,2,3772,3,7458.28,22374.85,1103.31,21271.54,9529.68,11741.86,INR
11307,20250706,700,154,2,3,3773,5,2131.88,10659.4,2601.63,8057.77,9587.75,-1529.98,INR
11308,20250706,700,69,2,3,3773,4,3977.84,15911.36,3383.57,12527.78,10836.0,1691.78,INR
11309,20250706,700,185,2,3,3773,6,8636.93,51821.58,4579.22,47242.36,26484.06,20758.3,INR
11310,20250706,700,33,2,3,3773,7,4062.8,28439.58,4474.83,23964.75,21594.23,2370.52,INR
11311,20250706,700,169,2,3,3773,1,4664.94,4664.94,434.05,4230.88,2041.74,2189.14,INR
11312,20250513,712,50,94,9,3774,4,1240.48,4961.94,741.35,4220.59,3205.68,1014.91,INR
11313,20240516,104,12,47,11,3775,4,2932.85,11731.38,1066.82,10664.57,5839.2,4825.37,INR
11314,20240206,519,33,15,11,3776,3,3504.49,10513.48,922.32,9591.16,9254.67,336.49,INR
11315,20240910,509,137,61,10,3777,7,1720.69,12044.8,1643.95,10400.84,7038.29,3362.55,INR
11316,20240910,509,83,61,10,3777,6,1804.44,10826.63,1907.53,8919.1,6233.88,2685.22,INR
11317,20240910,509,114,61,10,3777,1,1477.51,1477.51,83.32,1394.18,987.98,406.2,INR
11318,20240910,509,144,61,10,3777,1,10919.87,10919.87,689.29,10230.58,4754.96,5475.62,INR
11319,20240405,310,28,40,7,3778,5,468.88,2344.41,585.04,1759.37,1214.75,544.62,INR
11320,20240405,310,58,40,7,3778,6,10495.37,62972.25,7705.39,55266.86,28130.4,27136.46,INR
11321,20240405,310,115,40,7,3778,5,6328.26,31641.32,3552.97,28088.35,15012.0,13076.35,INR
11322,20240405,310,48,40,7,3778,2,6248.6,12497.19,338.08,12159.11,8948.06,3211.05,INR
11323,20240405,310,10,40,7,3778,3,3102.32,9306.96,1077.26,8229.69,6406.02,1823.67,INR
11324,20240801,67,24,18,6,3779,1,5294.49,5294.49,989.78,4304.71,3416.17,888.54,INR
11325,20240801,67,127,18,6,3779,6,2145.4,12872.39,1972.26,10900.13,6311.46,4588.67,INR
11326,20240801,67,80,18,6,3779,3,9316.49,27949.48,2241.1,25708.37,12926.13,12782.24,INR
11327,20250411,10,149,46,3,3780,2,1710.46,3420.92,464.22,2956.69,2229.8,726.89,INR
11328,20250411,10,63,46,3,3780,3,6681.59,20044.77,3509.32,16535.45,14220.27,2315.18,INR
11329,20250411,10,78,46,3,3780,6,6376.58,38259.48,3980.99,34278.49,18489.42,15789.07,INR
11330,20250411,10,79,46,3,3780,1,6033.07,6033.07,1352.06,4681.02,4351.82,329.2,INR
11331,20250411,10,61,46,3,3780,6,4101.44,24608.62,2459.6,22149.02,13823.94,8325.08,INR
11332,20250306,209,91,60,10,3781,6,2076.65,12459.9,1498.2,10961.7,5483.76,5477.94,INR
11333,20250306,209,90,60,10,3781,3,1404.15,4212.44,412.53,3799.92,2833.5,966.42,INR
11334,20240602,232,113,66,10,3782,1,185.6,185.6,4.7,180.9,104.13,76.77,INR
11335,20240113,212,93,23,2,3783,1,656.41,656.41,124.43,531.98,447.37,84.61,INR
11336,20240113,212,80,23,2,3783,3,9212.13,27636.38,5871.01,21765.36,12926.13,8839.23,INR
11337,20240113,212,152,23,2,3783,2,6555.45,13110.91,3009.12,10101.78,6239.46,3862.32,INR
11338,20240613,606,168,62,12,3784,2,2742.69,5485.38,83.63,5401.75,3410.16,1991.59,INR
11339,20240613,606,132,62,12,3784,5,9684.65,48423.23,10000.68,38422.55,21856.45,16566.1,INR
11340,20240613,606,166,62,12,3784,3,5788.23,17364.69,882.29,16482.4,13903.8,2578.6,INR
11341,20241128,422,152,80,4,3785,1,6595.87,6595.87,987.41,5608.46,3119.73,2488.73,INR
11342,20241128,422,171,80,4,3785,7,884.68,6192.76,794.11,5398.65,3424.68,1973.97,INR
11343,20241128,422,116,80,4,3785,3,7675.22,23025.65,4954.6,18071.05,12115.71,5955.34,INR
11344,20241128,422,179,80,4,3785,6,5629.56,33777.38,8272.59,25504.79,17265.06,8239.73,INR
11345,20241128,422,143,80,4,3785,3,8980.09,26940.28,546.5,26393.78,12318.84,14074.94,INR
11346,20250723,113,95,63,9,3786,5,3954.97,19774.87,2590.61,17184.26,14615.85,2568.41,INR
11347,20250723,113,28,63,9,3786,3,375.12,1125.36,280.53,844.83,728.85,115.98,INR
11348,20240923,84,125,96,2,3787,2,9262.07,18524.13,1595.4,16928.73,9574.02,7354.71,INR
11349,20240923,84,186,96,2,3787,6,8599.14,51594.84,881.3,50713.54,25436.4,25277.14,INR
11350,20240923,84,160,96,2,3787,1,3089.96,3089.96,645.6,2444.36,2345.41,98.95,INR
11351,20240728,656,133,95,3,3788,7,4346.16,30423.14,5906.99,24516.15,20872.32,3643.83,INR
11352,20250207,935,100,50,8,3789,3,688.27,2064.81,390.54,1674.27,1470.6,203.67,INR
11353,20250207,935,13,50,8,3789,2,9142.8,18285.6,3304.66,14980.93,9298.72,5682.21,INR
11354,20250207,935,46,50,8,3789,2,456.36,912.72,102.52,810.2,520.34,289.86,INR
11355,20240222,820,15,40,5,3790,3,7002.57,21007.72,1940.94,19066.78,14816.55,4250.23,INR
11356,20240613,758,164,46,1,3791,4,8579.78,34319.14,1018.07,33301.07,15069.96,18231.11,INR
11357,20240613,758,157,46,1,3791,6,1389.99,8339.95,1677.19,6662.76,5435.94,1226.82,INR
11358,20240127,319,31,49,12,3792,6,9164.67,54988.01,8411.72,46576.29,21493.5,25082.79,INR
11359,20240127,319,86,49,12,3792,5,7968.07,39840.33,2538.63,37301.7,18305.0,18996.7,INR
11360,20250119,704,8,18,11,3793,1,7215.67,7215.67,86.71,7128.96,4061.0,3067.96,INR
11361,20250119,704,187,18,11,3793,4,6774.33,27097.32,5163.41,21933.9,16315.52,5618.38,INR
11362,20241119,82,163,97,3,3794,6,8544.58,51267.45,7811.76,43455.69,19753.38,23702.31,INR
11363,20241119,82,125,97,3,3794,2,11375.01,22750.02,904.1,21845.92,9574.02,12271.9,INR
11364,20241119,82,180,97,3,3794,1,2714.57,2714.57,44.14,2670.43,1478.34,1192.09,INR
11365,20241119,82,46,97,3,3794,3,575.03,1725.09,384.98,1340.12,780.51,559.61,INR
11366,20250301,172,197,57,8,3795,6,4413.39,26480.36,3685.9,22794.46,20240.7,2553.76,INR
11367,20250301,172,6,57,8,3795,5,4133.28,20666.39,4789.23,15877.17,9499.5,6377.67,INR
11368,20250301,172,108,57,8,3795,4,7830.61,31322.45,2358.99,28963.46,17467.68,11495.78,INR
11369,20250301,172,59,57,8,3795,2,2562.41,5124.81,1206.05,3918.76,3300.34,618.42,INR
11370,20250327,140,41,13,3,3796,6,3862.22,23173.34,1776.89,21396.44,13200.18,8196.26,INR
11371,20250327,140,137,13,3,3796,4,1560.55,6242.21,1469.77,4772.44,4021.88,750.56,INR
11372,20241015,184,108,91,9,3797,5,9070.25,45351.24,7392.11,37959.13,21834.6,16124.53,INR
11373,20241015,184,42,91,9,3797,7,8114.96,56804.69,12597.87,44206.82,32548.25,11658.57,INR
11374,20241015,184,154,91,9,3797,7,3138.75,21971.23,3486.84,18484.39,13422.85,5061.54,INR
11375,20241015,184,131,91,9,3797,5,4203.41,21017.03,383.08,20633.96,15253.35,5380.61,INR
11376,20241015,184,77,91,9,3797,7,5181.6,36271.21,6156.35,30114.86,17941.0,12173.86,INR
11377,20250927,358,24,95,9,3798,6,4169.16,25014.96,3751.25,21263.71,20497.02,766.69,INR
11378,20250927,358,22,95,9,3798,1,6081.98,6081.98,522.82,5559.16,2677.08,2882.08,INR
11379,20251102,44,131,57,9,3799,7,4499.86,31499.0,6644.42,24854.58,21354.69,3499.89,INR
11380,20240321,814,123,95,7,3800,6,7387.9,44327.43,6318.81,38008.62,19059.36,18949.26,INR
11381,20240321,814,193,95,7,3800,6,3777.42,22664.5,2302.78,20361.71,14314.86,6046.85,INR
11382,20251103,716,180,98,1,3801,3,2279.25,6837.74,1549.42,5288.32,4435.02,853.3,INR
11383,20251103,716,55,98,1,3801,5,1204.94,6024.68,369.21,5655.46,3100.85,2554.61,INR
11384,20240523,635,178,96,3,3802,7,8069.4,56485.8,3580.3,52905.5,33600.0,19305.5,INR
11385,20240630,176,137,97,12,3803,4,1876.71,7506.82,485.69,7021.13,4021.88,2999.25,INR
11386,20240630,176,94,97,12,3803,2,2193.63,4387.27,873.06,3514.21,2061.36,1452.85,INR
11387,20240630,176,141,97,12,3803,6,2487.17,14923.02,739.89,14183.13,12243.48,1939.65,INR
11388,20240630,176,10,97,12,3803,6,3296.99,19781.91,4308.01,15473.9,12812.04,2661.86,INR
11389,20250122,868,50,7,8,3804,2,1425.37,2850.73,650.42,2200.31,1602.84,597.47,INR
11390,20250122,868,38,7,8,3804,6,9597.95,57587.73,12246.18,45341.55,22772.46,22569.09,INR
11391,20250122,868,7,7,8,3804,5,204.36,1021.79,109.58,912.21,591.0,321.21,INR
11392,20240122,7,63,4,5,3805,3,6150.43,18451.3,716.05,17735.25,14220.27,3514.98,INR
11393,20240122,7,34,4,5,3805,1,328.48,328.48,4.62,323.86,245.82,78.04,INR
11394,20240923,995,148,58,12,3806,3,1183.85,3551.54,27.84,3523.71,2315.61,1208.1,INR
11395,20240923,995,123,58,12,3806,7,5378.84,37651.89,9205.06,28446.83,22235.92,6210.91,INR
11396,20240923,995,137,58,12,3806,1,1885.29,1885.29,151.44,1733.84,1005.47,728.37,INR
11397,20240923,995,20,58,12,3806,7,2401.86,16812.99,2587.16,14225.83,9318.68,4907.15,INR
11398,20240522,727,29,75,6,3807,6,2528.17,15169.01,1247.71,13921.31,7382.46,6538.85,INR
11399,20240522,727,52,75,6,3807,3,7356.0,22068.01,956.67,21111.34,11803.11,9308.23,INR
11400,20241218,203,18,84,11,3808,2,2970.01,5940.02,1482.78,4457.24,2731.52,1725.72,INR
11401,20241218,203,167,84,11,3808,4,627.51,2510.05,544.04,1966.01,1719.48,246.53,INR
11402,20241218,203,51,84,11,3808,7,5498.67,38490.71,3477.25,35013.46,14674.59,20338.87,INR
11403,20241218,203,8,84,11,3808,4,6409.0,25635.99,1037.91,24598.08,16244.0,8354.08,INR
11404,20241218,203,74,84,11,3808,6,5170.43,31022.59,1757.32,29265.27,23872.08,5393.19,INR
11405,20250818,197,132,65,10,3809,4,8275.51,33102.02,3989.02,29113.0,17485.16,11627.84,INR
11406,20250818,197,22,65,10,3809,4,5264.42,21057.67,3649.92,17407.74,10708.32,6699.42,INR
11407,20251106,695,9,32,1,3810,6,3839.27,23035.65,2946.28,20089.37,17927.4,2161.97,INR
11408,20251106,695,170,32,1,3810,4,990.42,3961.67,654.97,3306.7,2663.32,643.38,INR
11409,20240604,809,102,94,12,3811,5,6095.83,30479.16,2189.63,28289.53,19939.25,8350.28,INR
11410,20240604,809,22,94,12,3811,2,6534.89,13069.77,1997.44,11072.33,5354.16,5718.17,INR
11411,20240604,809,144,94,12,3811,7,11289.84,79028.85,11535.94,67492.92,33284.72,34208.2,INR
11412,20240604,809,13,94,12,3811,3,10388.8,31166.39,874.12,30292.27,13948.08,16344.19,INR
11413,20250202,467,24,60,11,3812,2,5636.44,11272.89,1339.36,9933.53,6832.34,3101.19,INR
11414,20241212,61,189,69,12,3813,3,3197.88,9593.63,1850.5,7743.13,3502.77,4240.36,INR
11415,20241212,61,169,69,12,3813,2,4648.84,9297.68,1976.73,7320.95,4083.48,3237.47,INR
11416,20241212,61,82,69,12,3813,7,1078.35,7548.47,806.86,6741.61,3592.68,3148.93,INR
11417,20241212,61,159,69,12,3813,5,3097.54,15487.69,1140.78,14346.91,7309.2,7037.71,INR
11418,20241212,61,195,69,12,3813,4,11006.27,44025.06,4999.28,39025.79,16051.44,22974.35,INR
11419,20241030,494,120,26,8,3814,3,939.74,2819.21,209.12,2610.09,1150.5,1459.59,INR
11420,20241030,494,5,26,8,3814,4,4856.59,19426.37,516.83,18909.55,10533.16,8376.39,INR
11421,20241030,494,146,26,8,3814,1,7226.63,7226.63,888.33,6338.3,3229.47,3108.83,INR
11422,20241030,494,147,26,8,3814,6,1011.84,6071.06,971.65,5099.41,3847.62,1251.79,INR
11423,20250407,480,185,76,9,3815,2,8233.97,16467.94,3221.18,13246.76,8828.02,4418.74,INR
11424,20250407,480,92,76,9,3815,1,310.69,310.69,75.42,235.27,211.33,23.94,INR
11425,20251224,326,54,13,4,3816,3,5764.52,17293.55,2578.98,14714.57,8824.8,5889.77,INR
11426,20251224,326,50,13,4,3816,7,1428.45,9999.17,455.75,9543.43,5609.94,3933.49,INR
11427,20241023,903,43,88,2,3817,3,5199.31,15597.94,1862.04,13735.9,11585.85,2150.05,INR
11428,20241023,903,88,88,2,3817,1,5662.29,5662.29,119.29,5543.0,2632.49,2910.51,INR
11429,20241023,903,1,88,2,3817,7,5543.05,38801.35,8824.92,29976.44,15817.41,14159.03,INR
11430,20241023,903,161,88,2,3817,3,6506.87,19520.6,3264.1,16256.51,10222.92,6033.59,INR
11431,20241023,903,146,88,2,3817,1,6832.7,6832.7,1131.19,5701.51,3229.47,2472.04,INR
11432,20240217,343,133,86,2,3818,2,4036.32,8072.65,568.63,7504.02,5963.52,1540.5,INR
11433,20240217,343,71,86,2,3818,6,2283.98,13703.91,1130.0,12573.91,8078.34,4495.57,INR
11434,20240217,343,151,86,2,3818,3,9305.65,27916.96,4912.19,23004.77,13714.5,9290.27,INR
11435,20251031,244,102,69,3,3819,7,8913.41,62393.9,8180.85,54213.04,27914.95,26298.09,INR
11436,20251031,244,50,69,3,3819,7,1374.11,9618.79,1367.65,8251.14,5609.94,2641.2,INR
11437,20251031,244,169,69,3,3819,4,4417.74,17670.97,2310.39,15360.58,8166.96,7193.62,INR
11438,20251112,677,176,99,12,3820,6,3203.82,19222.91,3215.75,16007.16,8352.78,7654.38,INR
11439,20251112,677,8,99,12,3820,7,7923.53,55464.73,7689.04,47775.68,28427.0,19348.68,INR
11440,20251112,677,90,99,12,3820,5,1500.37,7501.85,677.48,6824.37,4722.5,2101.87,INR
11441,20251112,677,125,99,12,3820,5,10459.26,52296.29,2882.23,49414.06,23935.05,25479.01,INR
11442,20240823,619,24,92,4,3821,4,4308.26,17233.03,1223.29,16009.74,13664.68,2345.06,INR
11443,20240823,619,123,92,4,3821,3,6514.72,19544.16,2323.39,17220.76,9529.68,7691.08,INR
11444,20250101,621,168,7,1,3822,7,2113.04,14791.25,729.15,14062.11,11935.56,2126.55,INR
11445,20250101,621,195,7,1,3822,5,8382.38,41911.88,7024.56,34887.31,20064.3,14823.01,INR
11446,20250101,621,189,7,1,3822,1,2167.92,2167.92,145.6,2022.32,1167.59,854.73,INR
11447,20250922,505,134,23,9,3823,2,4618.53,9237.06,1918.49,7318.57,5975.22,1343.35,INR
11448,20250922,505,161,23,9,3823,3,5840.9,17522.7,2749.76,14772.95,10222.92,4550.03,INR
11449,20250922,505,93,23,9,3823,1,699.27,699.27,165.63,533.64,447.37,86.27,INR
11450,20250103,319,119,13,3,3824,5,2765.5,13827.52,1066.15,12761.38,12306.1,455.28,INR
11451,20250103,319,148,13,3,3824,4,1125.74,4502.96,158.82,4344.14,3087.48,1256.66,INR
11452,20241217,258,52,33,7,3825,7,10256.25,71793.77,2434.94,69358.83,27540.59,41818.24,INR
11453,20241217,258,118,33,7,3825,3,8359.72,25079.17,6037.3,19041.87,14622.66,4419.21,INR
11454,20251104,119,187,59,9,3826,1,7760.64,7760.64,1202.65,6557.99,4078.88,2479.11,INR
11455,20251104,119,11,59,9,3826,5,6016.7,30083.48,2454.85,27628.63,23574.5,4054.13,INR
11456,20251104,119,30,59,9,3826,6,10581.34,63488.03,1766.32,61721.71,28126.14,33595.57,INR
11457,20250828,186,6,15,7,3827,2,3816.56,7633.13,1212.69,6420.44,3799.8,2620.64,INR
11458,20250828,186,166,15,7,3827,5,5701.8,28509.02,3736.33,24772.7,23173.0,1599.7,INR
11459,20250828,186,144,15,7,3827,6,9100.82,54604.94,10661.18,43943.77,28529.76,15414.01,INR
11460,20250828,186,23,15,7,3827,1,1831.98,1831.98,46.54,1785.44,1541.93,243.51,INR
11461,20250105,579,120,9,10,3828,3,871.65,2614.94,177.16,2437.78,1150.5,1287.28,INR
11462,20250105,579,194,9,10,3828,5,8919.36,44596.78,8296.73,36300.05,20491.4,15808.65,INR
11463,20250105,579,90,9,10,3828,6,1498.88,8993.28,1409.72,7583.55,5667.0,1916.55,INR
11464,20240428,407,96,65,1,3829,2,3612.88,7225.75,1516.81,5708.94,4341.08,1367.86,INR
11465,20241116,740,188,64,4,3830,6,4249.8,25498.83,2705.42,22793.41,12014.46,10778.95,INR
11466,20250509,805,63,37,5,3831,3,7009.39,21028.16,4965.67,16062.48,14220.27,1842.21,INR
11467,20240718,559,1,72,9,3832,5,5382.28,26911.4,150.95,26760.46,11298.15,15462.31,INR
11468,20250127,105,129,60,7,3833,4,5941.9,23767.6,3433.14,20334.46,11786.8,8547.66,INR
11469,20250127,105,199,60,7,3833,7,6578.29,46048.05,11322.01,34726.03,30663.57,4062.46,INR
11470,20250127,105,47,60,7,3833,2,3575.37,7150.74,920.9,6229.83,3988.08,2241.75,INR
11471,20250127,105,99,60,7,3833,3,4943.46,14830.37,897.66,13932.7,10897.62,3035.08,INR
11472,20250426,4,119,42,10,3834,6,2916.34,17498.04,2737.62,14760.42,14767.32,-6.9,INR
11473,20250426,4,94,42,10,3834,1,1640.42,1640.42,46.74,1593.68,1030.68,563.0,INR
11474,20250426,4,161,42,10,3834,1,7300.3,7300.3,634.42,6665.87,3407.64,3258.23,INR
11475,20250426,4,22,42,10,3834,5,5072.83,25364.14,45.82,25318.32,13385.4,11932.92,INR
11476,20240303,229,198,7,9,3835,1,4457.09,4457.09,907.58,3549.51,1937.47,1612.04,INR
11477,20240303,229,38,7,9,3835,4,9298.94,37195.75,6924.94,30270.81,15181.64,15089.17,INR
11478,20250220,283,118,76,10,3836,3,8399.09,25197.27,3125.14,22072.13,14622.66,7449.47,INR
11479,20250623,74,41,63,8,3837,2,4052.93,8105.85,897.18,7208.68,4400.06,2808.62,INR
11480,20250623,74,196,63,8,3837,6,3084.97,18509.85,213.6,18296.25,8773.74,9522.51,INR
11481,20240605,779,36,12,10,3838,2,2856.52,5713.04,267.87,5445.17,3848.34,1596.83,INR
11482,20240605,779,120,12,10,3838,5,797.42,3987.08,149.75,3837.32,1917.5,1919.82,INR
11483,20250204,368,66,19,9,3839,4,4654.0,18616.01,204.27,18411.74,13143.88,5267.86,INR
11484,20250204,368,51,19,9,3839,3,4850.89,14552.66,706.49,13846.18,6289.11,7557.07,INR
11485,20250204,368,18,19,9,3839,3,2188.29,6564.87,755.45,5809.42,4097.28,1712.14,INR
11486,20250602,743,197,31,1,3840,5,4970.29,24851.44,979.68,23871.76,16867.25,7004.51,INR
11487,20250602,743,120,31,1,3840,3,963.8,2891.41,65.89,2825.52,1150.5,1675.02,INR
11488,20250602,743,6,31,1,3840,3,3650.44,10951.32,1677.14,9274.18,5699.7,3574.48,INR
11489,20240202,209,150,18,4,3841,4,6794.88,27179.51,5574.43,21605.08,12597.96,9007.12,INR
11490,20250415,11,82,81,11,3842,6,930.47,5582.79,696.28,4886.51,3079.44,1807.07,INR
11491,20250415,11,93,81,11,3842,2,560.47,1120.93,38.68,1082.25,894.74,187.51,INR
11492,20250415,11,160,81,11,3842,5,2706.08,13530.41,3377.08,10153.32,11727.05,-1573.73,INR
11493,20240708,137,174,94,2,3843,2,2607.53,5215.06,1175.23,4039.83,2402.26,1637.57,INR
11494,20241017,471,118,9,7,3844,7,9057.52,63402.64,4690.55,58712.09,34119.54,24592.55,INR
11495,20250418,480,21,24,10,3845,6,3891.03,23346.19,3735.4,19610.8,13613.1,5997.7,INR
11496,20250418,480,169,24,10,3845,3,3722.87,11168.6,2208.86,8959.74,6125.22,2834.52,INR
11497,20250418,480,116,24,10,3845,4,6986.99,27947.94,6663.05,21284.89,16154.28,5130.61,INR
11498,20250418,480,177,24,10,3845,7,9844.36,68910.53,3309.04,65601.48,30179.73,35421.75,INR
11499,20250418,480,89,24,10,3845,2,11398.68,22797.36,4471.18,18326.18,8991.38,9334.8,INR
11500,20240104,438,26,29,6,3846,2,3521.43,7042.86,420.03,6622.83,4718.44,1904.39,INR
11501,20240104,438,1,29,6,3846,2,5312.43,10624.86,2140.72,8484.15,4519.26,3964.89,INR
11502,20240104,438,178,29,6,3846,3,7426.73,22280.2,4336.21,17943.99,14400.0,3543.99,INR
11503,20240104,438,72,29,6,3846,1,5779.08,5779.08,578.52,5200.56,2692.83,2507.73,INR
