customer_key,customer_id,customer_name,customer_segment,industry,city,state,country,location_key
320,CUST-00320,Customer 00320,Consumer,Education,Hyderabad,Telangana,India,8
321,CUST-00321,Customer 00321,Consumer,Education,Kolkata,West Bengal,India,9
322,CUST-00322,Customer 00322,Mid-Market,Technology,Jaipur,Rajasthan,India,5
323,CUST-00323,Customer 00323,Consumer,Retail,Chandigarh,Punjab,India,2
324,CUST-00324,Customer 00324,SMB,Technology,Bengaluru,Karnataka,India,6
325,CUST-00325,Customer 00325,Enterprise,Retail,Mumbai,Maharashtra,India,4
326,CUST-00326,Customer 00326,Consumer,Healthcare,Bhubaneswar,Odisha,India,10
327,CUST-00327,Customer 00327,Mid-Market,Retail,Hyderabad,Telangana,India,8
328,CUST-00328,Customer 00328,Mid-Market,Education,Jaipur,Rajasthan,India,5
329,CUST-00329,Customer 00329,Mid-Market,Education,Bhubaneswar,Odisha,India,10
330,CUST-00330,Customer 00330,Mid-Market,Retail,Kolkata,West Bengal,India,9
331,CUST-00331,Customer 00331,Consumer,Financial Services,Chandigarh,Punjab,India,2
332,CUST-00332,Customer 00332,Enterprise,Financial Services,Indore,Madhya Pradesh,India,11
333,CUST-00333,Customer 00333,SMB,Healthcare,Kolkata,West Bengal,India,9
334,CUST-00334,Customer 00334,Consumer,Education,Bengaluru,Karnataka,India,6
335,CUST-00335,Customer 00335,Mid-Market,Healthcare,Hyderabad,Telangana,India,8
336,CUST-00336,Customer 00336,SMB,Technology,Chennai,Tamil Nadu,India,7
337,CUST-00337,Customer 00337,SMB,Telecommunications,Ahmedabad,Gujarat,India,3
338,CUST-00338,Customer 00338,Mid-Market,Retail,Kolkata,West Bengal,India,9
339,CUST-00339,Customer 00339,SMB,Telecommunications,Bengaluru,Karnataka,India,6
340,CUST-00340,Customer 00340,Mid-Market,Technology,Jaipur,Rajasthan,India,5
341,CUST-00341,Customer 00341,Mid-Market,Technology,Delhi,Delhi,India,1
342,CUST-00342,Customer 00342,SMB,Technology,Chennai,Tamil Nadu,India,7
343,CUST-00343,Customer 00343,Mid-Market,Retail,Bhopal,Madhya Pradesh,India,12
344,CUST-00344,Customer 00344,Consumer,Healthcare,Bengaluru,Karnataka,India,6
345,CUST-00345,Customer 00345,SMB,Education,Bhopal,Madhya Pradesh,India,12
346,CUST-00346,Customer 00346,Consumer,Financial Services,Bhopal,Madhya Pradesh,India,12
347,CUST-00347,Customer 00347,Mid-Market,Financial Services,Jaipur,Rajasthan,India,5
348,CUST-00348,Customer 00348,SMB,Telecommunications,Indore,Madhya Pradesh,India,11
349,CUST-00349,Customer 00349,SMB,Education,Bhopal,Madhya Pradesh,India,12
350,CUST-00350,Customer 00350,Mid-Market,Retail,Hyderabad,Telangana,India,8
351,CUST-00351,Customer 00351,Mid-Market,Financial Services,Indore,Madhya Pradesh,India,11
352,CUST-00352,Customer 00352,Consumer,Financial Services,Ahmedabad,Gujarat,India,3
353,CUST-00353,Customer 00353,SMB,Financial Services,Delhi,Delhi,India,1
354,CUST-00354,Customer 00354,SMB,Education,Mumbai,Maharashtra,India,4
355,CUST-00355,Customer 00355,SMB,Manufacturing,Hyderabad,Telangana,India,8
356,CUST-00356,Customer 00356,SMB,Telecommunications,Bhopal,Madhya Pradesh,India,12
357,CUST-00357,Customer 00357,Consumer,Education,Mumbai,Maharashtra,India,4
358,CUST-00358,Customer 00358,Mid-Market,Education,Mumbai,Maharashtra,India,4
359,CUST-00359,Customer 00359,Enterprise,Manufacturing,Ahmedabad,Gujarat,India,3
360,CUST-00360,Customer 00360,Consumer,Retail,Bengaluru,Karnataka,India,6
361,CUST-00361,Customer 00361,Mid-Market,Manufacturing,Bhubaneswar,Odisha,India,10
362,CUST-00362,Customer 00362,Consumer,Technology,Chandigarh,Punjab,India,2
363,CUST-00363,Customer 00363,Enterprise,Technology,Kolkata,West Bengal,India,9
364,CUST-00364,Customer 00364,Enterprise,Financial Services,Delhi,Delhi,India,1
365,CUST-00365,Customer 00365,SMB,Manufacturing,Bhopal,Madhya Pradesh,India,12
366,CUST-00366,Customer 00366,Enterprise,Healthcare,Bhubaneswar,Odisha,India,10
367,CUST-00367,Customer 00367,Mid-Market,Technology,Indore,Madhya Pradesh,India,11
368,CUST-00368,Customer 00368,SMB,Technology,Bhubaneswar,Odisha,India,10
369,CUST-00369,Customer 00369,Mid-Market,Financial Services,Bengaluru,Karnataka,India,6
370,CUST-00370,Customer 00370,Mid-Market,Healthcare,Bengaluru,Karnataka,India,6
371,CUST-00371,Customer 00371,Enterprise,Technology,Chandigarh,Punjab,India,2
372,CUST-00372,Customer 00372,Enterprise,Telecommunications,Jaipur,Rajasthan,India,5
373,CUST-00373,Customer 00373,SMB,Manufacturing,Chandigarh,Punjab,India,2
374,CUST-00374,Customer 00374,Mid-Market,Healthcare,Delhi,Delhi,India,1
375,CUST-00375,Customer 00375,Consumer,Education,Chennai,Tamil Nadu,India,7
376,CUST-00376,Customer 00376,Mid-Market,Financial Services,Chennai,Tamil Nadu,India,7
377,CUST-00377,Customer 00377,SMB,Financial Services,Hyderabad,Telangana,India,8
378,CUST-00378,Customer 00378,Mid-Market,Retail,Indore,Madhya Pradesh,India,11
379,CUST-00379,Customer 00379,Consumer,Healthcare,Kolkata,West Bengal,India,9
380,CUST-00380,Customer 00380,SMB,Technology,Bengaluru,Karnataka,India,6
381,CUST-00381,Customer 00381,Mid-Market,Retail,Indore,Madhya Pradesh,India,11
382,CUST-00382,Customer 00382,Enterprise,Technology,Hyderabad,Telangana,India,8
383,CUST-00383,Customer 00383,Enterprise,Telecommunications,Delhi,Delhi,India,1
384,CUST-00384,Customer 00384,Enterprise,Financial Services,Bhopal,Madhya Pradesh,India,12
385,CUST-00385,Customer 00385,SMB,Technology,Chandigarh,Punjab,India,2
386,CUST-00386,Customer 00386,SMB,Financial Services,Bengaluru,Karnataka,India,6
387,CUST-00387,Customer 00387,Consumer,Retail,Ahmedabad,Gujarat,India,3
388,CUST-00388,Customer 00388,Consumer,Technology,Bengaluru,Karnataka,India,6
389,CUST-00389,Customer 00389,Mid-Market,Retail,Chennai,Tamil Nadu,India,7
390,CUST-00390,Customer 00390,Consumer,Education,Indore,Madhya Pradesh,India,11
391,CUST-00391,Customer 00391,Consumer,Financial Services,Mumbai,Maharashtra,India,4
392,CUST-00392,Customer 00392,SMB,Manufacturing,Chennai,Tamil Nadu,India,7
393,CUST-00393,Customer 00393,Mid-Market,Telecommunications,Indore,Madhya Pradesh,India,11
394,CUST-00394,Customer 00394,Mid-Market,Education,Kolkata,West Bengal,India,9
395,CUST-00395,Customer 00395,SMB,Education,Chennai,Tamil Nadu,India,7
396,CUST-00396,Customer 00396,Mid-Market,Financial Services,Mumbai,Maharashtra,India,4
397,CUST-00397,Customer 00397,Enterprise,Healthcare,Hyderabad,Telangana,India,8
398,CUST-00398,Customer 00398,Mid-Market,Technology,Indore,Madhya Pradesh,India,11
399,CUST-00399,Customer 00399,Mid-Market,Technology,Jaipur,Rajasthan,India,5
400,CUST-00400,Customer 00400,SMB,Education,Hyderabad,Telangana,India,8
401,CUST-00401,Customer 00401,Mid-Market,Education,Mumbai,Maharashtra,India,4
402,CUST-00402,Customer 00402,SMB,Telecommunications,Chandigarh,Punjab,India,2
403,CUST-00403,Customer 00403,Enterprise,Technology,Ahmedabad,Gujarat,India,3
404,CUST-00404,Customer 00404,Mid-Market,Retail,Kolkata,West Bengal,India,9
405,CUST-00405,Customer 00405,Consumer,Manufacturing,Bhubaneswar,Odisha,India,10
406,CUST-00406,Customer 00406,Enterprise,Technology,Mumbai,Maharashtra,India,4
407,CUST-00407,Customer 00407,SMB,Telecommunications,Chennai,Tamil Nadu,India,7
408,CUST-00408,Customer 00408,Consumer,Technology,Jaipur,Rajasthan,India,5
409,CUST-00409,Customer 00409,SMB,Telecommunications,Chandigarh,Punjab,India,2
410,CUST-00410,Customer 00410,Mid-Market,Retail,Chandigarh,Punjab,India,2
411,CUST-00411,Customer 00411,SMB,Technology,Kolkata,West Bengal,India,9
412,CUST-00412,Customer 00412,SMB,Healthcare,Chandigarh,Punjab,India,2
413,CUST-00413,Customer 00413,Enterprise,Education,Bhopal,Madhya Pradesh,India,12
414,CUST-00414,Customer 00414,Mid-Market,Retail,Delhi,Delhi,India,1
415,CUST-00415,Customer 00415,Mid-Market,Telecommunications,Indore,Madhya Pradesh,India,11
416,CUST-00416,Customer 00416,SMB,Retail,Hyderabad,Telangana,India,8
417,CUST-00417,Customer 00417,SMB,Healthcare,Chennai,Tamil Nadu,India,7
418,CUST-00418,Customer 00418,SMB,Education,Chennai,Tamil Nadu,India,7
419,CUST-00419,Customer 00419,Consumer,Education,Mumbai,Maharashtra,India,4
420,CUST-00420,Customer 00420,SMB,Healthcare,Chandigarh,Punjab,India,2
421,CUST-00421,Customer 00421,SMB,Technology,Bhopal,Madhya Pradesh,India,12
422,CUST-00422,Customer 00422,Mid-Market,Manufacturing,Jaipur,Rajasthan,India,5
423,CUST-00423,Customer 00423,Consumer,Technology,Bhopal,Madhya Pradesh,India,12
424,CUST-00424,Customer 00424,SMB,Healthcare,Hyderabad,Telangana,India,8
425,CUST-00425,Customer 00425,Consumer,Financial Services,Bengaluru,Karnataka,India,6
426,CUST-00426,Customer 00426,Mid-Market,Financial Services,Mumbai,Maharashtra,India,4
427,CUST-00427,Customer 00427,Consumer,Telecommunications,Bhopal,Madhya Pradesh,India,12
428,CUST-00428,Customer 00428,SMB,Financial Services,Ahmedabad,Gujarat,India,3
429,CUST-00429,Customer 00429,Consumer,Education,Indore,Madhya Pradesh,India,11
430,CUST-00430,Customer 00430,SMB,Healthcare,Hyderabad,Telangana,India,8
431,CUST-00431,Customer 00431,SMB,Education,Chandigarh,Punjab,India,2
432,CUST-00432,Customer 00432,SMB,Education,Chennai,Tamil Nadu,India,7
433,CUST-00433,Customer 00433,Consumer,Technology,Bengaluru,Karnataka,India,6
434,CUST-00434,Customer 00434,SMB,Telecommunications,Kolkata,West Bengal,India,9
435,CUST-00435,Customer 00435,Mid-Market,Technology,Chennai,Tamil Nadu,India,7
436,CUST-00436,Customer 00436,Enterprise,Education,Bengaluru,Karnataka,India,6
437,CUST-00437,Customer 00437,Mid-Market,Telecommunications,Ahmedabad,Gujarat,India,3
438,CUST-00438,Customer 00438,Consumer,Education,Bhubaneswar,Odisha,India,10
439,CUST-00439,Customer 00439,Mid-Market,Healthcare,Hyderabad,Telangana,India,8
440,CUST-00440,Customer 00440,SMB,Retail,Jaipur,Rajasthan,India,5
441,CUST-00441,Customer 00441,SMB,Healthcare,Jaipur,Rajasthan,India,5
442,CUST-00442,Customer 00442,SMB,Telecommunications,Chennai,Tamil Nadu,India,7
443,CUST-00443,Customer 00443,Mid-Market,Financial Services,Delhi,Delhi,India,1
444,CUST-00444,Customer 00444,Enterprise,Healthcare,Jaipur,Rajasthan,India,5
445,CUST-00445,Customer 00445,SMB,Financial Services,Mumbai,Maharashtra,India,4
446,CUST-00446,Customer 00446,Consumer,Healthcare,Delhi,Delhi,India,1
447,CUST-00447,Customer 00447,Enterprise,Financial Services,Kolkata,West Bengal,India,9
448,CUST-00448,Customer 00448,Consumer,Education,Bengaluru,Karnataka,India,6
449,CUST-00449,Customer 00449,Mid-Market,Financial Services,Jaipur,Rajasthan,India,5
450,CUST-00450,Customer 00450,SMB,Financial Services,Bhopal,Madhya Pradesh,India,12
451,CUST-00451,Customer 00451,Mid-Market,Manufacturing,Delhi,Delhi,India,1
452,CUST-00452,Customer 00452,SMB,Technology,Chandigarh,Punjab,India,2
453,CUST-00453,Customer 00453,SMB,Telecommunications,Chandigarh,Punjab,India,2
454,CUST-00454,Customer 00454,Enterprise,Manufacturing,Kolkata,West Bengal,India,9
455,CUST-00455,Customer 00455,Mid-Market,Financial Services,Ahmedabad,Gujarat,India,3
456,CUST-00456,Customer 00456,Consumer,Education,Mumbai,Maharashtra,India,4
457,CUST-00457,Customer 00457,Consumer,Telecommunications,Bhubaneswar,Odisha,India,10
458,CUST-00458,Customer 00458,Consumer,Telecommunications,Hyderabad,Telangana,India,8
459,CUST-00459,Customer 00459,Enterprise,Technology,Hyderabad,Telangana,India,8
460,CUST-00460,Customer 00460,SMB,Healthcare,Bhopal,Madhya Pradesh,India,12
461,CUST-00461,Customer 00461,Consumer,Technology,Bengaluru,Karnataka,India,6
462,CUST-00462,Customer 00462,SMB,Retail,Kolkata,West Bengal,India,9
463,CUST-00463,Customer 00463,Mid-Market,Financial Services,Chennai,Tamil Nadu,India,7
464,CUST-00464,Customer 00464,Consumer,Financial Services,Bengaluru,Karnataka,India,6
465,CUST-00465,Customer 00465,SMB,Retail,Jaipur,Rajasthan,India,5
466,CUST-00466,Customer 00466,Mid-Market,Healthcare,Kolkata,West Bengal,India,9
467,CUST-00467,Customer 00467,SMB,Healthcare,Indore,Madhya Pradesh,India,11
468,CUST-00468,Customer 00468,Mid-Market,Education,Delhi,Delhi,India,1
469,CUST-00469,Customer 00469,Enterprise,Telecommunications,Hyderabad,Telangana,India,8
470,CUST-00470,Customer 00470,Enterprise,Telecommunications,Ahmedabad,Gujarat,India,3
471,CUST-00471,Customer 00471,Consumer,Financial Services,Jaipur,Rajasthan,India,5
472,CUST-00472,Customer 00472,Mid-Market,Financial Services,Hyderabad,Telangana,India,8
473,CUST-00473,Customer 00473,Mid-Market,Manufacturing,Delhi,Delhi,India,1
474,CUST-00474,Customer 00474,Consumer,Retail,Indore,Madhya Pradesh,India,11
475,CUST-00475,Customer 00475,Mid-Market,Telecommunications,Chennai,Tamil Nadu,India,7
476,CUST-00476,Customer 00476,Mid-Market,Manufacturing,Chennai,Tamil Nadu,India,7
477,CUST-00477,Customer 00477,Mid-Market,Financial Services,Mumbai,Maharashtra,India,4
478,CUST-00478,Customer 00478,Consumer,Telecommunications,Delhi,Delhi,India,1
479,CUST-00479,Customer 00479,SMB,Education,Delhi,Delhi,India,1
480,CUST-00480,Customer 00480,SMB,Manufacturing,Mumbai,Maharashtra,India,4
481,CUST-00481,Customer 00481,Mid-Market,Manufacturing,Jaipur,Rajasthan,India,5
482,CUST-00482,Customer 00482,Enterprise,Technology,Jaipur,Rajasthan,India,5
483,CUST-00483,Customer 00483,SMB,Telecommunications,Ahmedabad,Gujarat,India,3
484,CUST-00484,Customer 00484,Mid-Market,Telecommunications,Indore,Madhya Pradesh,India,11
485,CUST-00485,Customer 00485,Mid-Market,Manufacturing,Jaipur,Rajasthan,India,5
486,CUST-00486,Customer 00486,Enterprise,Financial Services,Chandigarh,Punjab,India,2
487,CUST-00487,Customer 00487,Consumer,Technology,Jaipur,Rajasthan,India,5
488,CUST-00488,Customer 00488,SMB,Healthcare,Delhi,Delhi,India,1
489,CUST-00489,Customer 00489,Mid-Market,Manufacturing,Delhi,Delhi,India,1
490,CUST-00490,Customer 00490,Mid-Market,Manufacturing,Chennai,Tamil Nadu,India,7
491,CUST-00491,Customer 00491,Consumer,Telecommunications,Indore,Madhya Pradesh,India,11
492,CUST-00492,Customer 00492,SMB,Education,Bhubaneswar,Odisha,India,10
493,CUST-00493,Customer 00493,Consumer,Financial Services,Indore,Madhya Pradesh,India,11
494,CUST-00494,Customer 00494,Enterprise,Healthcare,Kolkata,West Bengal,India,9
495,CUST-00495,Customer 00495,SMB,Healthcare,Bhopal,Madhya Pradesh,India,12
496,CUST-00496,Customer 00496,SMB,Retail,Hyderabad,Telangana,India,8
497,CUST-00497,Customer 00497,Mid-Market,Education,Hyderabad,Telangana,India,8
498,CUST-00498,Customer 00498,Mid-Market,Telecommunications,Ahmedabad,Gujarat,India,3
499,CUST-00499,Customer 00499,Enterprise,Retail,Mumbai,Maharashtra,India,4
500,CUST-00500,Customer 00500,Mid-Market,Telecommunications,Chennai,Tamil Nadu,India,7
501,CUST-00501,Customer 00501,SMB,Technology,Indore,Madhya Pradesh,India,11
502,CUST-00502,Customer 00502,Mid-Market,Technology,Bhubaneswar,Odisha,India,10
503,CUST-00503,Customer 00503,Mid-Market,Retail,Bhubaneswar,Odisha,India,10
504,CUST-00504,Customer 00504,Mid-Market,Telecommunications,Chandigarh,Punjab,India,2
505,CUST-00505,Customer 00505,SMB,Education,Jaipur,Rajasthan,India,5
506,CUST-00506,Customer 00506,SMB,Retail,Mumbai,Maharashtra,India,4
507,CUST-00507,Customer 00507,Consumer,Manufacturing,Delhi,Delhi,India,1
508,CUST-00508,Customer 00508,Mid-Market,Healthcare,Chennai,Tamil Nadu,India,7
509,CUST-00509,Customer 00509,Consumer,Retail,Chandigarh,Punjab,India,2
510,CUST-00510,Customer 00510,Mid-Market,Technology,Hyderabad,Telangana,India,8
511,CUST-00511,Customer 00511,SMB,Telecommunications,Mumbai,Maharashtra,India,4
512,CUST-00512,Customer 00512,SMB,Telecommunications,Mumbai,Maharashtra,India,4
513,CUST-00513,Customer 00513,Mid-Market,Retail,Bhubaneswar,Odisha,India,10
514,CUST-00514,Customer 00514,Mid-Market,Telecommunications,Jaipur,Rajasthan,India,5
515,CUST-00515,Customer 00515,Mid-Market,Education,Kolkata,West Bengal,India,9
516,CUST-00516,Customer 00516,SMB,Manufacturing,Indore,Madhya Pradesh,India,11
517,CUST-00517,Customer 00517,Consumer,Manufacturing,Hyderabad,Telangana,India,8
518,CUST-00518,Customer 00518,SMB,Healthcare,Mumbai,Maharashtra,India,4
519,CUST-00519,Customer 00519,Mid-Market,Healthcare,Jaipur,Rajasthan,India,5
520,CUST-00520,Customer 00520,Enterprise,Manufacturing,Bengaluru,Karnataka,India,6
521,CUST-00521,Customer 00521,SMB,Technology,Bhubaneswar,Odisha,India,10
522,CUST-00522,Customer 00522,SMB,Retail,Chandigarh,Punjab,India,2
523,CUST-00523,Customer 00523,Mid-Market,Technology,Mumbai,Maharashtra,India,4
524,CUST-00524,Customer 00524,SMB,Financial Services,Bhubaneswar,Odisha,India,10
525,CUST-00525,Customer 00525,Mid-Market,Telecommunications,Bhopal,Madhya Pradesh,India,12
526,CUST-00526,Customer 00526,Enterprise,Retail,Indore,Madhya Pradesh,India,11
527,CUST-00527,Customer 00527,Enterprise,Financial Services,Indore,Madhya Pradesh,India,11
528,CUST-00528,Customer 00528,SMB,Financial Services,Mumbai,Maharashtra,India,4
529,CUST-00529,Customer 00529,Mid-Market,Telecommunications,Indore,Madhya Pradesh,India,11
530,CUST-00530,Customer 00530,SMB,Manufacturing,Bhopal,Madhya Pradesh,India,12
531,CUST-00531,Customer 00531,SMB,Telecommunications,Bhubaneswar,Odisha,India,10
532,CUST-00532,Customer 00532,SMB,Financial Services,Kolkata,West Bengal,India,9
533,CUST-00533,Customer 00533,Consumer,Healthcare,Delhi,Delhi,India,1
534,CUST-00534,Customer 00534,SMB,Healthcare,Chennai,Tamil Nadu,India,7
535,CUST-00535,Customer 00535,Mid-Market,Technology,Chennai,Tamil Nadu,India,7
536,CUST-00536,Customer 00536,SMB,Telecommunications,Kolkata,West Bengal,India,9
537,CUST-00537,Customer 00537,Consumer,Manufacturing,Jaipur,Rajasthan,India,5
538,CUST-00538,Customer 00538,Mid-Market,Education,Indore,Madhya Pradesh,India,11
539,CUST-00539,Customer 00539,SMB,Manufacturing,Indore,Madhya Pradesh,India,11
540,CUST-00540,Customer 00540,Mid-Market,Retail,Bengaluru,Karnataka,India,6
541,CUST-00541,Customer 00541,Consumer,Financial Services,Bhubaneswar,Odisha,India,10
542,CUST-00542,Customer 00542,Consumer,Telecommunications,Bhopal,Madhya Pradesh,India,12
543,CUST-00543,Customer 00543,SMB,Telecommunications,Bhopal,Madhya Pradesh,India,12
544,CUST-00544,Customer 00544,SMB,Education,Bhopal,Madhya Pradesh,India,12
545,CUST-00545,Customer 00545,SMB,Manufacturing,Chandigarh,Punjab,India,2
546,CUST-00546,Customer 00546,SMB,Financial Services,Kolkata,West Bengal,India,9
547,CUST-00547,Customer 00547,Mid-Market,Healthcare,Hyderabad,Telangana,India,8
548,CUST-00548,Customer 00548,Mid-Market,Retail,Bengaluru,Karnataka,India,6
549,CUST-00549,Customer 00549,Consumer,Financial Services,Mumbai,Maharashtra,India,4
550,CUST-00550,Customer 00550,Mid-Market,Telecommunications,Mumbai,Maharashtra,India,4
551,CUST-00551,Customer 00551,Mid-Market,Technology,Jaipur,Rajasthan,India,5
552,CUST-00552,Customer 00552,Consumer,Education,Bengaluru,Karnataka,India,6
553,CUST-00553,Customer 00553,SMB,Technology,Ahmedabad,Gujarat,India,3
554,CUST-00554,Customer 00554,Mid-Market,Technology,Hyderabad,Telangana,India,8
555,CUST-00555,Customer 00555,Mid-Market,Telecommunications,Bengaluru,Karnataka,India,6
556,CUST-00556,Customer 00556,Mid-Market,Financial Services,Bhopal,Madhya Pradesh,India,12
557,CUST-00557,Customer 00557,Consumer,Retail,Jaipur,Rajasthan,India,5
558,CUST-00558,Customer 00558,Enterprise,Telecommunications,Mumbai,Maharashtra,India,4
559,CUST-00559,Customer 00559,SMB,Technology,Bhopal,Madhya Pradesh,India,12
560,CUST-00560,Customer 00560,Consumer,Financial Services,Ahmedabad,Gujarat,India,3
561,CUST-00561,Customer 00561,Enterprise,Retail,Ahmedabad,Gujarat,India,3
562,CUST-00562,Customer 00562,Mid-Market,Education,Kolkata,West Bengal,India,9
563,CUST-00563,Customer 00563,SMB,Healthcare,Chandigarh,Punjab,India,2
564,CUST-00564,Customer 00564,SMB,Manufacturing,Ahmedabad,Gujarat,India,3
565,CUST-00565,Customer 00565,Consumer,Retail,Bhubaneswar,Odisha,India,10
566,CUST-00566,Customer 00566,SMB,Telecommunications,Delhi,Delhi,India,1
567,CUST-00567,Customer 00567,SMB,Technology,Chandigarh,Punjab,India,2
568,CUST-00568,Customer 00568,Mid-Market,Telecommunications,Chandigarh,Punjab,India,2
569,CUST-00569,Customer 00569,Mid-Market,Manufacturing,Mumbai,Maharashtra,India,4
570,CUST-00570,Customer 00570,SMB,Technology,Ahmedabad,Gujarat,India,3
571,CUST-00571,Customer 00571,SMB,Healthcare,Bhubaneswar,Odisha,India,10
572,CUST-00572,Customer 00572,Consumer,Education,Kolkata,West Bengal,India,9
573,CUST-00573,Customer 00573,Mid-Market,Healthcare,Bhopal,Madhya Pradesh,India,12
574,CUST-00574,Customer 00574,Consumer,Education,Ahmedabad,Gujarat,India,3
575,CUST-00575,Customer 00575,Consumer,Manufacturing,Ahmedabad,Gujarat,India,3
576,CUST-00576,Customer 00576,Consumer,Financial Services,Mumbai,Maharashtra,India,4
577,CUST-00577,Customer 00577,Mid-Market,Technology,Indore,Madhya Pradesh,India,11
578,CUST-00578,Customer 00578,Enterprise,Manufacturing,Mumbai,Maharashtra,India,4
579,CUST-00579,Customer 00579,Enterprise,Technology,Chennai,Tamil Nadu,India,7
580,CUST-00580,Customer 00580,SMB,Manufacturing,Chandigarh,Punjab,India,2
581,CUST-00581,Customer 00581,SMB,Technology,Chandigarh,Punjab,India,2
582,CUST-00582,Customer 00582,Mid-Market,Education,Kolkata,West Bengal,India,9
583,CUST-00583,Customer 00583,Consumer,Financial Services,Delhi,Delhi,India,1
584,CUST-00584,Customer 00584,SMB,Education,Mumbai,Maharashtra,India,4
585,CUST-00585,Customer 00585,Enterprise,Education,Bengaluru,Karnataka,India,6
586,CUST-00586,Customer 00586,SMB,Healthcare,Bengaluru,Karnataka,India,6
587,CUST-00587,Customer 00587,SMB,Financial Services,Hyderabad,Telangana,India,8
588,CUST-00588,Customer 00588,SMB,Manufacturing,Ahmedabad,Gujarat,India,3
589,CUST-00589,Customer 00589,Mid-Market,Manufacturing,Kolkata,West Bengal,India,9
590,CUST-00590,Customer 00590,Mid-Market,Financial Services,Jaipur,Rajasthan,India,5
591,CUST-00591,Customer 00591,Enterprise,Education,Hyderabad,Telangana,India,8
592,CUST-00592,Customer 00592,Mid-Market,Technology,Bhubaneswar,Odisha,India,10
593,CUST-00593,Customer 00593,Consumer,Financial Services,Chandigarh,Punjab,India,2
594,CUST-00594,Customer 00594,Consumer,Healthcare,Delhi,Delhi,India,1
595,CUST-00595,Customer 00595,SMB,Technology,Indore,Madhya Pradesh,India,11
596,CUST-00596,Customer 00596,Mid-Market,Manufacturing,Ahmedabad,Gujarat,India,3
597,CUST-00597,Customer 00597,Consumer,Telecommunications,Ahmedabad,Gujarat,India,3
598,CUST-00598,Customer 00598,Mid-Market,Telecommunications,Bhopal,Madhya Pradesh,India,12
599,CUST-00599,Customer 00599,SMB,Financial Services,Hyderabad,Telangana,India,8
600,CUST-00600,Customer 00600,SMB,Healthcare,Bhopal,Madhya Pradesh,India,12
601,CUST-00601,Customer 00601,SMB,Manufacturing,Delhi,Delhi,India,1
602,CUST-00602,Customer 00602,SMB,Education,Jaipur,Rajasthan,India,5
603,CUST-00603,Customer 00603,Enterprise,Technology,Bengaluru,Karnataka,India,6
604,CUST-00604,Customer 00604,SMB,Retail,Bhopal,Madhya Pradesh,India,12
605,CUST-00605,Customer 00605,Mid-Market,Financial Services,Hyderabad,Telangana,India,8
606,CUST-00606,Customer 00606,Consumer,Education,Mumbai,Maharashtra,India,4
607,CUST-00607,Customer 00607,Mid-Market,Manufacturing,Jaipur,Rajasthan,India,5
608,CUST-00608,Customer 00608,SMB,Financial Services,Bhubaneswar,Odisha,India,10
609,CUST-00609,Customer 00609,SMB,Healthcare,Chandigarh,Punjab,India,2
610,CUST-00610,Customer 00610,Enterprise,Retail,Hyderabad,Telangana,India,8
611,CUST-00611,Customer 00611,Mid-Market,Technology,Jaipur,Rajasthan,India,5
612,CUST-00612,Customer 00612,SMB,Telecommunications,Hyderabad,Telangana,India,8
613,CUST-00613,Customer 00613,Consumer,Financial Services,Bhubaneswar,Odisha,India,10
614,CUST-00614,Customer 00614,SMB,Manufacturing,Chandigarh,Punjab,India,2
615,CUST-00615,Customer 00615,Enterprise,Telecommunications,Indore,Madhya Pradesh,India,11
616,CUST-00616,Customer 00616,SMB,Financial Services,Jaipur,Rajasthan,India,5
617,CUST-00617,Customer 00617,SMB,Financial Services,Bengaluru,Karnataka,India,6
618,CUST-00618,Customer 00618,Enterprise,Financial Services,Delhi,Delhi,India,1
619,CUST-00619,Customer 00619,Mid-Market,Financial Services,Jaipur,Rajasthan,India,5
620,CUST-00620,Customer 00620,Enterprise,Financial Services,Chennai,Tamil Nadu,India,7
621,CUST-00621,Customer 00621,Mid-Market,Telecommunications,Hyderabad,Telangana,India,8
622,CUST-00622,Customer 00622,Enterprise,Healthcare,Jaipur,Rajasthan,India,5
623,CUST-00623,Customer 00623,Mid-Market,Healthcare,Chennai,Tamil Nadu,India,7
624,CUST-00624,Customer 00624,Mid-Market,Retail,Bhopal,Madhya Pradesh,India,12
625,CUST-00625,Customer 00625,Consumer,Telecommunications,Bhubaneswar,Odisha,India,10
626,CUST-00626,Customer 00626,Enterprise,Technology,Kolkata,West Bengal,India,9
627,CUST-00627,Customer 00627,SMB,Technology,Delhi,Delhi,India,1
628,CUST-00628,Customer 00628,Consumer,Technology,Jaipur,Rajasthan,India,5
629,CUST-00629,Customer 00629,Consumer,Education,Bhopal,Madhya Pradesh,India,12
630,CUST-00630,Customer 00630,Consumer,Manufacturing,Kolkata,West Bengal,India,9
631,CUST-00631,Customer 00631,Mid-Market,Technology,Bengaluru,Karnataka,India,6
632,CUST-00632,Customer 00632,Consumer,Healthcare,Delhi,Delhi,India,1
633,CUST-00633,Customer 00633,Consumer,Retail,Chandigarh,Punjab,India,2
634,CUST-00634,Customer 00634,Consumer,Financial Services,Bhopal,Madhya Pradesh,India,12
635,CUST-00635,Customer 00635,SMB,Manufacturing,Mumbai,Maharashtra,India,4
636,CUST-00636,Customer 00636,Mid-Market,Telecommunications,Mumbai,Maharashtra,India,4
637,CUST-00637,Customer 00637,SMB,Healthcare,Bhubaneswar,Odisha,India,10
638,CUST-00638,Customer 00638,Mid-Market,Technology,Bengaluru,Karnataka,India,6
